
3 Mot inconnu : rEFInd => ====== rEFInd ====== | refind
346 Accord de nombre erroné : « bios » devrait être au singulier. => ==== Détection de la clé USB d'installation de Ubuntu par refind si le bios EFI ne sait pas  la détecter ==== | bios => suggestions : ['bio']
346 Mot inconnu : EFI => ==== Détection de la clé USB d'installation de Ubuntu par refind si le bios EFI ne sait pas  la détecter ==== | efi
346 Espace(s) surnuméraire(s) à supprimer. => ==== Détection de la clé USB d'installation de Ubuntu par refind si le bios EFI ne sait pas  la détecter ==== |    => suggestions : [' ']

348 Mot inconnu : rEFInd => Après avoir mis en place rEFInd dans une partition de boot soit d'un disque interne (voir installation de refind par windows),  soit d'une autre clé USB  ne contenant que rEFInd, soit de la même clé contenant aussi rEFInd et préparé votre clé USB bootable, branchez la clé USB si elle ne l'est pas. | refind
348 Mot inconnu : boot => Après avoir mis en place rEFInd dans une partition de boot soit d'un disque interne (voir installation de refind par windows),  soit d'une autre clé USB  ne contenant que rEFInd, soit de la même clé contenant aussi rEFInd et préparé votre clé USB bootable, branchez la clé USB si elle ne l'est pas. | boot
348 Mot inconnu : refind => Après avoir mis en place rEFInd dans une partition de boot soit d'un disque interne (voir installation de refind par windows),  soit d'une autre clé USB  ne contenant que rEFInd, soit de la même clé contenant aussi rEFInd et préparé votre clé USB bootable, branchez la clé USB si elle ne l'est pas. | refind
348 Espace(s) surnuméraire(s) à supprimer. => Après avoir mis en place rEFInd dans une partition de boot soit d'un disque interne (voir installation de refind par windows),  soit d'une autre clé USB  ne contenant que rEFInd, soit de la même clé contenant aussi rEFInd et préparé votre clé USB bootable, branchez la clé USB si elle ne l'est pas. |    => suggestions : [' ']
348 Espace(s) surnuméraire(s) à supprimer. => Après avoir mis en place rEFInd dans une partition de boot soit d'un disque interne (voir installation de refind par windows),  soit d'une autre clé USB  ne contenant que rEFInd, soit de la même clé contenant aussi rEFInd et préparé votre clé USB bootable, branchez la clé USB si elle ne l'est pas. |    => suggestions : [' ']
348 Mot inconnu : rEFInd => Après avoir mis en place rEFInd dans une partition de boot soit d'un disque interne (voir installation de refind par windows),  soit d'une autre clé USB  ne contenant que rEFInd, soit de la même clé contenant aussi rEFInd et préparé votre clé USB bootable, branchez la clé USB si elle ne l'est pas. | refind
348 Mot inconnu : rEFInd => Après avoir mis en place rEFInd dans une partition de boot soit d'un disque interne (voir installation de refind par windows),  soit d'une autre clé USB  ne contenant que rEFInd, soit de la même clé contenant aussi rEFInd et préparé votre clé USB bootable, branchez la clé USB si elle ne l'est pas. | refind
348 Mot inconnu : bootable => Après avoir mis en place rEFInd dans une partition de boot soit d'un disque interne (voir installation de refind par windows),  soit d'une autre clé USB  ne contenant que rEFInd, soit de la même clé contenant aussi rEFInd et préparé votre clé USB bootable, branchez la clé USB si elle ne l'est pas. | bootable

350 Mot inconnu : refind => Demander à refind de se rafraîchir en appuyant sur la touche **ECHAP** du clavier. | refind
350 Mot inconnu : ECHAP => Demander à refind de se rafraîchir en appuyant sur la touche **ECHAP** du clavier. | echap

352 Espace(s) surnuméraire(s) à supprimer. => Patienter quelques dizaines de secondes qui est le temps nécessaire  pour que rEFInd inspecte les supports physiques de l'ordinateur. |    => suggestions : [' ']
352 Mot inconnu : rEFInd => Patienter quelques dizaines de secondes qui est le temps nécessaire  pour que rEFInd inspecte les supports physiques de l'ordinateur. | refind

354 Espace(s) surnuméraire(s) à supprimer. => Se positionner  sur la première  icône  stylisée comme étant un manchot  et vérifier le fichier qu'il propose de booter. |    => suggestions : [' ']
354 Espace(s) surnuméraire(s) à supprimer. => Se positionner  sur la première  icône  stylisée comme étant un manchot  et vérifier le fichier qu'il propose de booter. |    => suggestions : [' ']
354 Espace(s) surnuméraire(s) à supprimer. => Se positionner  sur la première  icône  stylisée comme étant un manchot  et vérifier le fichier qu'il propose de booter. |    => suggestions : [' ']
354 Espace(s) surnuméraire(s) à supprimer. => Se positionner  sur la première  icône  stylisée comme étant un manchot  et vérifier le fichier qu'il propose de booter. |    => suggestions : [' ']
354 Mot inconnu : booter => Se positionner  sur la première  icône  stylisée comme étant un manchot  et vérifier le fichier qu'il propose de booter. | booter

355 Mot inconnu : EFI => Si le fichier a comme nom **/EFI/Boot/Bootx64.efi**, appuyer sur l'icône pour  valider le boot. Sinon passer à l'icône suivante. | efi
355 Espace(s) surnuméraire(s) à supprimer. => Si le fichier a comme nom **/EFI/Boot/Bootx64.efi**, appuyer sur l'icône pour  valider le boot. Sinon passer à l'icône suivante. |    => suggestions : [' ']
355 Mot inconnu : boot => Si le fichier a comme nom **/EFI/Boot/Bootx64.efi**, appuyer sur l'icône pour  valider le boot. Sinon passer à l'icône suivante. | boot

357 Mot inconnu : boot => Faire l'installation. Au boot suivant, rEFInd saura proposer ubuntu sous forme d'icône de couleur orange avec des cercles. | boot
357 Mot inconnu : rEFInd => Faire l'installation. Au boot suivant, rEFInd saura proposer ubuntu sous forme d'icône de couleur orange avec des cercles. | refind
359 Mot inconnu : EFI => ==== Détection du ubuntu s'il est bien installé en EFI par refind. ==== | efi
359 Mot inconnu : refind => ==== Détection du ubuntu s'il est bien installé en EFI par refind. ==== | refind

361 Mot inconnu : rEFInd => Au démarrage, rEFInd inspecte les partitions des disques internes. | refind
363 Élision de l’article devant un mot commençant par une voyelle. => Pour que ubuntu soit détecté facilement, il est nécessaire qu'il soit installé dans une partition**  [[https://doc.ubuntu-fr.org/ext4|ext4]]**   (** [[https://doc.ubuntu-fr.org/btrfs|btrfs]]** est cependant possible) et que l'installateur de ubuntu ait fabriqué des fichiers de boot ressemblant à ces noms. | de  => suggestions : ['d’']
363 Mot inconnu : boot => Pour que ubuntu soit détecté facilement, il est nécessaire qu'il soit installé dans une partition**  [[https://doc.ubuntu-fr.org/ext4|ext4]]**   (** [[https://doc.ubuntu-fr.org/btrfs|btrfs]]** est cependant possible) et que l'installateur de ubuntu ait fabriqué des fichiers de boot ressemblant à ces noms. | boot

364 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   /boot/initrd.img-N.N.N-N-genericxxxxx |    => suggestions : ['']

365 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   /boot/vmlinuz-N.N.N-N-genericxxxxx |    => suggestions : ['']

366 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   |   => suggestions : ['']
367 Espace(s) surnuméraire(s) à supprimer. => L'icône symbolisant ubuntu est de couleur orange.   Il faut appuyer sur l'icône pour lancer le boot  du dernier noyau. |     => suggestions : [' ']
367 Mot inconnu : boot => L'icône symbolisant ubuntu est de couleur orange.   Il faut appuyer sur l'icône pour lancer le boot  du dernier noyau. | boot
367 Espace(s) surnuméraire(s) à supprimer. => L'icône symbolisant ubuntu est de couleur orange.   Il faut appuyer sur l'icône pour lancer le boot  du dernier noyau. |    => suggestions : [' ']

369 Espace(s) surnuméraire(s) à supprimer. => Il faut appuyer sur la touche  **F2** pour avoir la liste des noyaux. Avec les touches de positionnement on peut choisir une ligne de la liste.  Puis appuyer sur** Entrée** pour valider le démarrage s'il n'y a pas besoin de la modifier, sinon: |    => suggestions : [' ']
369 Typographie des composés chimiques. => Il faut appuyer sur la touche  **F2** pour avoir la liste des noyaux. Avec les touches de positionnement on peut choisir une ligne de la liste.  Puis appuyer sur** Entrée** pour valider le démarrage s'il n'y a pas besoin de la modifier, sinon: | f2 => suggestions : ['F₂']
369 Mot inconnu : F2 => Il faut appuyer sur la touche  **F2** pour avoir la liste des noyaux. Avec les touches de positionnement on peut choisir une ligne de la liste.  Puis appuyer sur** Entrée** pour valider le démarrage s'il n'y a pas besoin de la modifier, sinon: | f2
369 Espace(s) surnuméraire(s) à supprimer. => Il faut appuyer sur la touche  **F2** pour avoir la liste des noyaux. Avec les touches de positionnement on peut choisir une ligne de la liste.  Puis appuyer sur** Entrée** pour valider le démarrage s'il n'y a pas besoin de la modifier, sinon: |    => suggestions : [' ']

371 Typographie des composés chimiques. => Il faut encore appuyer sur la touche **F2** pour modifier la commande de boot lorsqu'on a besoin de transmettre une modification       souvent du style **nomodeset    recovery   etc..** et valider par **Entrée**. | f2 => suggestions : ['F₂']
371 Mot inconnu : F2 => Il faut encore appuyer sur la touche **F2** pour modifier la commande de boot lorsqu'on a besoin de transmettre une modification       souvent du style **nomodeset    recovery   etc..** et valider par **Entrée**. | f2
371 Mot inconnu : boot => Il faut encore appuyer sur la touche **F2** pour modifier la commande de boot lorsqu'on a besoin de transmettre une modification       souvent du style **nomodeset    recovery   etc..** et valider par **Entrée**. | boot
371 Espace(s) surnuméraire(s) à supprimer. => Il faut encore appuyer sur la touche **F2** pour modifier la commande de boot lorsqu'on a besoin de transmettre une modification       souvent du style **nomodeset    recovery   etc..** et valider par **Entrée**. |         => suggestions : [' ']
371 Mot inconnu : nomodeset => Il faut encore appuyer sur la touche **F2** pour modifier la commande de boot lorsqu'on a besoin de transmettre une modification       souvent du style **nomodeset    recovery   etc..** et valider par **Entrée**. | nomodeset
371 Espace(s) surnuméraire(s) à supprimer. => Il faut encore appuyer sur la touche **F2** pour modifier la commande de boot lorsqu'on a besoin de transmettre une modification       souvent du style **nomodeset    recovery   etc..** et valider par **Entrée**. |      => suggestions : [' ']
371 Mot inconnu : recovery => Il faut encore appuyer sur la touche **F2** pour modifier la commande de boot lorsqu'on a besoin de transmettre une modification       souvent du style **nomodeset    recovery   etc..** et valider par **Entrée**. | recovery
371 Espace(s) surnuméraire(s) à supprimer. => Il faut encore appuyer sur la touche **F2** pour modifier la commande de boot lorsqu'on a besoin de transmettre une modification       souvent du style **nomodeset    recovery   etc..** et valider par **Entrée**. |     => suggestions : [' ']
371 Typographie : un ou trois points ? => Il faut encore appuyer sur la touche **F2** pour modifier la commande de boot lorsqu'on a besoin de transmettre une modification       souvent du style **nomodeset    recovery   etc..** et valider par **Entrée**. | .. => suggestions : ['…', '.']

372 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>        |        => suggestions : ['']

375 Mot inconnu : reboot => ==== Modifier l'os du prochain reboot ==== | reboot

376 Mot inconnu : reboot => Il est aisé de modifier l'os du prochain reboot en utilisant la commande [[efibootmgr|Efibootmgr]], qui est un gestionnaire de l'amorçage UEFI. | reboot
376 Mot inconnu : efibootmgr => Il est aisé de modifier l'os du prochain reboot en utilisant la commande [[efibootmgr|Efibootmgr]], qui est un gestionnaire de l'amorçage UEFI. | efibootmgr
376 Mot inconnu : UEFI => Il est aisé de modifier l'os du prochain reboot en utilisant la commande [[efibootmgr|Efibootmgr]], qui est un gestionnaire de l'amorçage UEFI. | uefi

380 Mot inconnu : GRUB => Comme vous avez décidé de vous affranchir de GRUB, vous pouvez éviter qu'il recherche les OS et qu'il se mette à jour en entrant les trois commandes [[https://doc.ubuntu-fr.org/tutoriel/grub2_parametrage_manuel#ne_pas_installer_la_structure_de_boot|Suivantes]] | grub

383 Mot inconnu : sudo => sudo chmod -x /etc/kernel/postinst.d/zz-update-grub </code> | sudo
383 Mot inconnu : chmod => sudo chmod -x /etc/kernel/postinst.d/zz-update-grub </code> | chmod
