
5 Mot inconnu : World => ====== World of Warcraft  ====== | world
813 Mot inconnu : gxMaximize =>   * **SET gxMaximize "1"** : ne peut être utilisé sans SET gxWindow "1". maximise la fenêtre en enlevant les cadres et la barre de titre (0 = désactivé, 1 = activé). | gxmaximize
813 Guillemets typographiques ouvrants. =>   * **SET gxMaximize "1"** : ne peut être utilisé sans SET gxWindow "1". maximise la fenêtre en enlevant les cadres et la barre de titre (0 = désactivé, 1 = activé). | " => suggestions : ['«\xa0', '“']
813 Guillemets typographiques fermants. =>   * **SET gxMaximize "1"** : ne peut être utilisé sans SET gxWindow "1". maximise la fenêtre en enlevant les cadres et la barre de titre (0 = désactivé, 1 = activé). | " => suggestions : ['\xa0»', '”']
813 Mot inconnu : gxWindow =>   * **SET gxMaximize "1"** : ne peut être utilisé sans SET gxWindow "1". maximise la fenêtre en enlevant les cadres et la barre de titre (0 = désactivé, 1 = activé). | gxwindow
813 Guillemets typographiques ouvrants. =>   * **SET gxMaximize "1"** : ne peut être utilisé sans SET gxWindow "1". maximise la fenêtre en enlevant les cadres et la barre de titre (0 = désactivé, 1 = activé). | " => suggestions : ['«\xa0', '“']
813 Guillemets typographiques fermants. =>   * **SET gxMaximize "1"** : ne peut être utilisé sans SET gxWindow "1". maximise la fenêtre en enlevant les cadres et la barre de titre (0 = désactivé, 1 = activé). | " => suggestions : ['\xa0»', '”']

814 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * **SET windowResizeLock "1"** : ne peut être utilisé sans SET gxWindow "1". Évite les redimentionnements hazardeux (résolution 4/3 en 16/9ème par exemple). Ne sert à rien si SET gxMaximize "1". |    => suggestions : ['']
814 Mot inconnu : windowResizeLock =>   * **SET windowResizeLock "1"** : ne peut être utilisé sans SET gxWindow "1". Évite les redimentionnements hazardeux (résolution 4/3 en 16/9ème par exemple). Ne sert à rien si SET gxMaximize "1". | windowresizelock
814 Guillemets typographiques ouvrants. =>   * **SET windowResizeLock "1"** : ne peut être utilisé sans SET gxWindow "1". Évite les redimentionnements hazardeux (résolution 4/3 en 16/9ème par exemple). Ne sert à rien si SET gxMaximize "1". | " => suggestions : ['«\xa0', '“']
814 Guillemets typographiques fermants. =>   * **SET windowResizeLock "1"** : ne peut être utilisé sans SET gxWindow "1". Évite les redimentionnements hazardeux (résolution 4/3 en 16/9ème par exemple). Ne sert à rien si SET gxMaximize "1". | " => suggestions : ['\xa0»', '”']
814 Mot inconnu : gxWindow =>   * **SET windowResizeLock "1"** : ne peut être utilisé sans SET gxWindow "1". Évite les redimentionnements hazardeux (résolution 4/3 en 16/9ème par exemple). Ne sert à rien si SET gxMaximize "1". | gxwindow
814 Guillemets typographiques ouvrants. =>   * **SET windowResizeLock "1"** : ne peut être utilisé sans SET gxWindow "1". Évite les redimentionnements hazardeux (résolution 4/3 en 16/9ème par exemple). Ne sert à rien si SET gxMaximize "1". | " => suggestions : ['«\xa0', '“']
814 Guillemets typographiques fermants. =>   * **SET windowResizeLock "1"** : ne peut être utilisé sans SET gxWindow "1". Évite les redimentionnements hazardeux (résolution 4/3 en 16/9ème par exemple). Ne sert à rien si SET gxMaximize "1". | " => suggestions : ['\xa0»', '”']
814 Mot inconnu : redimentionnements =>   * **SET windowResizeLock "1"** : ne peut être utilisé sans SET gxWindow "1". Évite les redimentionnements hazardeux (résolution 4/3 en 16/9ème par exemple). Ne sert à rien si SET gxMaximize "1". | redimentionnements
814 Mot inconnu : hazardeux =>   * **SET windowResizeLock "1"** : ne peut être utilisé sans SET gxWindow "1". Évite les redimentionnements hazardeux (résolution 4/3 en 16/9ème par exemple). Ne sert à rien si SET gxMaximize "1". | hazardeux
814 Nombre ordinal singulier. Exemples : 2ᵉ, 3ᵉ, 4ᵉ… =>   * **SET windowResizeLock "1"** : ne peut être utilisé sans SET gxWindow "1". Évite les redimentionnements hazardeux (résolution 4/3 en 16/9ème par exemple). Ne sert à rien si SET gxMaximize "1". | 9ème => suggestions : ['9ᵉ']
814 S’il s’agit d’un impératif, la terminaison est “is”, non “it”. =>   * **SET windowResizeLock "1"** : ne peut être utilisé sans SET gxWindow "1". Évite les redimentionnements hazardeux (résolution 4/3 en 16/9ème par exemple). Ne sert à rien si SET gxMaximize "1". | sert => suggestions : ['sers']
814 Mot inconnu : gxMaximize =>   * **SET windowResizeLock "1"** : ne peut être utilisé sans SET gxWindow "1". Évite les redimentionnements hazardeux (résolution 4/3 en 16/9ème par exemple). Ne sert à rien si SET gxMaximize "1". | gxmaximize
814 Guillemets typographiques ouvrants. =>   * **SET windowResizeLock "1"** : ne peut être utilisé sans SET gxWindow "1". Évite les redimentionnements hazardeux (résolution 4/3 en 16/9ème par exemple). Ne sert à rien si SET gxMaximize "1". | " => suggestions : ['«\xa0', '“']
814 Guillemets typographiques fermants. =>   * **SET windowResizeLock "1"** : ne peut être utilisé sans SET gxWindow "1". Évite les redimentionnements hazardeux (résolution 4/3 en 16/9ème par exemple). Ne sert à rien si SET gxMaximize "1". | " => suggestions : ['\xa0»', '”']

815 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * **SET gxResolution "1680x1050"** : résolution en jeu. |    => suggestions : ['']
815 Mot inconnu : gxResolution =>   * **SET gxResolution "1680x1050"** : résolution en jeu. | gxresolution
815 Guillemets typographiques ouvrants. =>   * **SET gxResolution "1680x1050"** : résolution en jeu. | " => suggestions : ['«\xa0', '“']
815 Signe de multiplication typographique. =>   * **SET gxResolution "1680x1050"** : résolution en jeu. | 1680x1050 => suggestions : ['1680\xa0×\xa01050']
815 Mot inconnu : x1050 =>   * **SET gxResolution "1680x1050"** : résolution en jeu. | x1050
815 Guillemets typographiques fermants. =>   * **SET gxResolution "1680x1050"** : résolution en jeu. | " => suggestions : ['\xa0»', '”']

816 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * **SET gxRefresh "60"** : taux de rafraichissement images/écran. |    => suggestions : ['']
816 Mot inconnu : gxRefresh =>   * **SET gxRefresh "60"** : taux de rafraichissement images/écran. | gxrefresh
816 Guillemets typographiques ouvrants. =>   * **SET gxRefresh "60"** : taux de rafraichissement images/écran. | " => suggestions : ['«\xa0', '“']
816 Guillemets typographiques fermants. =>   * **SET gxRefresh "60"** : taux de rafraichissement images/écran. | " => suggestions : ['\xa0»', '”']

817 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * **SET useUiScale "1"** : active la modification de la taille de l'interface (0 = désactivé, 1 = activé). |    => suggestions : ['']
817 Mot inconnu : useUiScale =>   * **SET useUiScale "1"** : active la modification de la taille de l'interface (0 = désactivé, 1 = activé). | useuiscale
817 Guillemets typographiques ouvrants. =>   * **SET useUiScale "1"** : active la modification de la taille de l'interface (0 = désactivé, 1 = activé). | " => suggestions : ['«\xa0', '“']
817 Guillemets typographiques fermants. =>   * **SET useUiScale "1"** : active la modification de la taille de l'interface (0 = désactivé, 1 = activé). | " => suggestions : ['\xa0»', '”']

818 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * **SET uiScale "0.64"** : ne peut être utilisé sans SET useUiScale "1". Modifie la taille de l'interface (de 0.64 à 1). |    => suggestions : ['']
818 Mot inconnu : uiScale =>   * **SET uiScale "0.64"** : ne peut être utilisé sans SET useUiScale "1". Modifie la taille de l'interface (de 0.64 à 1). | uiscale
818 Guillemets typographiques ouvrants. =>   * **SET uiScale "0.64"** : ne peut être utilisé sans SET useUiScale "1". Modifie la taille de l'interface (de 0.64 à 1). | " => suggestions : ['«\xa0', '“']
818 Guillemets typographiques fermants. =>   * **SET uiScale "0.64"** : ne peut être utilisé sans SET useUiScale "1". Modifie la taille de l'interface (de 0.64 à 1). | " => suggestions : ['\xa0»', '”']
818 Mot inconnu : useUiScale =>   * **SET uiScale "0.64"** : ne peut être utilisé sans SET useUiScale "1". Modifie la taille de l'interface (de 0.64 à 1). | useuiscale
818 Guillemets typographiques ouvrants. =>   * **SET uiScale "0.64"** : ne peut être utilisé sans SET useUiScale "1". Modifie la taille de l'interface (de 0.64 à 1). | " => suggestions : ['«\xa0', '“']
818 Guillemets typographiques fermants. =>   * **SET uiScale "0.64"** : ne peut être utilisé sans SET useUiScale "1". Modifie la taille de l'interface (de 0.64 à 1). | " => suggestions : ['\xa0»', '”']

819 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * **SET cameradistancemax "30"** : distance de la caméra de base ( de 0 à 30). |    => suggestions : ['']
819 Mot inconnu : cameradistancemax =>   * **SET cameradistancemax "30"** : distance de la caméra de base ( de 0 à 30). | cameradistancemax
819 Guillemets typographiques ouvrants. =>   * **SET cameradistancemax "30"** : distance de la caméra de base ( de 0 à 30). | " => suggestions : ['«\xa0', '“']
819 Guillemets typographiques fermants. =>   * **SET cameradistancemax "30"** : distance de la caméra de base ( de 0 à 30). | " => suggestions : ['\xa0»', '”']
819 Pas d’espace après ce signe. =>   * **SET cameradistancemax "30"** : distance de la caméra de base ( de 0 à 30). | (  => suggestions : ['(']

820 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * **SET cameradistancemaxfactor "3"** : multiplicateur de la distance de caméra (3 x 30 = 90 par exemple (de 0 à 3). |    => suggestions : ['']
820 Mot inconnu : cameradistancemaxfactor =>   * **SET cameradistancemaxfactor "3"** : multiplicateur de la distance de caméra (3 x 30 = 90 par exemple (de 0 à 3). | cameradistancemaxfactor
820 Guillemets typographiques ouvrants. =>   * **SET cameradistancemaxfactor "3"** : multiplicateur de la distance de caméra (3 x 30 = 90 par exemple (de 0 à 3). | " => suggestions : ['«\xa0', '“']
820 Guillemets typographiques fermants. =>   * **SET cameradistancemaxfactor "3"** : multiplicateur de la distance de caméra (3 x 30 = 90 par exemple (de 0 à 3). | " => suggestions : ['\xa0»', '”']
820 Signe de multiplication typographique. =>   * **SET cameradistancemaxfactor "3"** : multiplicateur de la distance de caméra (3 x 30 = 90 par exemple (de 0 à 3). | 3 x 30 => suggestions : ['3\xa0×\xa030']

821 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * **SET gxColorBits "24"** : nombres de couleurs par bit (8 / 16 / 24 (et 32 sous Windows)) |    => suggestions : ['']
821 Mot inconnu : gxColorBits =>   * **SET gxColorBits "24"** : nombres de couleurs par bit (8 / 16 / 24 (et 32 sous Windows)) | gxcolorbits
821 Guillemets typographiques ouvrants. =>   * **SET gxColorBits "24"** : nombres de couleurs par bit (8 / 16 / 24 (et 32 sous Windows)) | " => suggestions : ['«\xa0', '“']
821 Guillemets typographiques fermants. =>   * **SET gxColorBits "24"** : nombres de couleurs par bit (8 / 16 / 24 (et 32 sous Windows)) | " => suggestions : ['\xa0»', '”']

822 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * **SET gxDepthBits "24"** : profondeur de couleur (8 / 16 / 24 (et 32 sous Windows)) |    => suggestions : ['']
822 Mot inconnu : gxDepthBits =>   * **SET gxDepthBits "24"** : profondeur de couleur (8 / 16 / 24 (et 32 sous Windows)) | gxdepthbits
822 Guillemets typographiques ouvrants. =>   * **SET gxDepthBits "24"** : profondeur de couleur (8 / 16 / 24 (et 32 sous Windows)) | " => suggestions : ['«\xa0', '“']
822 Guillemets typographiques fermants. =>   * **SET gxDepthBits "24"** : profondeur de couleur (8 / 16 / 24 (et 32 sous Windows)) | " => suggestions : ['\xa0»', '”']

824 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>  ===  Effets === |   => suggestions : ['']

826 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * **SET lod "0"** : qualité du terrain (1 = élevée, 0 = normale). |    => suggestions : ['']
826 Mot inconnu : lod =>   * **SET lod "0"** : qualité du terrain (1 = élevée, 0 = normale). | lod
826 Guillemets typographiques ouvrants. =>   * **SET lod "0"** : qualité du terrain (1 = élevée, 0 = normale). | " => suggestions : ['«\xa0', '“']
826 Guillemets typographiques fermants. =>   * **SET lod "0"** : qualité du terrain (1 = élevée, 0 = normale). | " => suggestions : ['\xa0»', '”']

827 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * **SET lodDist "100"** : ne peut être utilisé sans SET lod "1". Distance de changement qualité du terrain (de 50 à 250). |    => suggestions : ['']
