5 Mot inconnu : Ricoh => ====== Liste des imprimantes Ricoh supportées ======

6 Espace(s) en fin de ligne à supprimer. => Cette page donne la liste des imprimantes prises en charge par Ubuntu ou nécessitant l'ajout d'un pilote extérieur. 

10 Mot inconnu : icons => | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | Les pilotes d'impression sont installés par défaut.\\ |
10 Il manque un espace. => | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | Les pilotes d'impression sont installés par défaut.\\ |
10 Mot inconnu : icon-ubuntu => | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | Les pilotes d'impression sont installés par défaut.\\ |
10 Mot inconnu : png => | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | Les pilotes d'impression sont installés par défaut.\\ |

11 Il manque un espace. => | {{wiki:modeles:laptop_work.png?nolink|Fonctionne après configuration}} | Fonctionne après quelques manipulations |
11 Mot inconnu : modeles => | {{wiki:modeles:laptop_work.png?nolink|Fonctionne après configuration}} | Fonctionne après quelques manipulations |
11 Mot inconnu : laptop_work => | {{wiki:modeles:laptop_work.png?nolink|Fonctionne après configuration}} | Fonctionne après quelques manipulations |
11 Mot inconnu : png => | {{wiki:modeles:laptop_work.png?nolink|Fonctionne après configuration}} | Fonctionne après quelques manipulations |
11 Il manque un espace insécable. => | {{wiki:modeles:laptop_work.png?nolink|Fonctionne après configuration}} | Fonctionne après quelques manipulations |
11 Il manque un espace. => | {{wiki:modeles:laptop_work.png?nolink|Fonctionne après configuration}} | Fonctionne après quelques manipulations |
11 Mot inconnu : nolink => | {{wiki:modeles:laptop_work.png?nolink|Fonctionne après configuration}} | Fonctionne après quelques manipulations |

12 Mot inconnu : icons => | {{icons:process-stop.png?36|Ne fonctionne pas}} | Ne fonctionne pas |
12 Il manque un espace. => | {{icons:process-stop.png?36|Ne fonctionne pas}} | Ne fonctionne pas |
12 Mot inconnu : png => | {{icons:process-stop.png?36|Ne fonctionne pas}} | Ne fonctionne pas |
12 Il manque un espace insécable. => | {{icons:process-stop.png?36|Ne fonctionne pas}} | Ne fonctionne pas |
12 Il manque un espace. => | {{icons:process-stop.png?36|Ne fonctionne pas}} | Ne fonctionne pas |

16 Mot inconnu : Aficio => | Aficio 220 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
198 Mot inconnu : SP => | Aficio SP C431DN | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
198 Mot inconnu : C431DN => | Aficio SP C431DN | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
198 Mot inconnu : icons => | Aficio SP C431DN | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
198 Il manque un espace. => | Aficio SP C431DN | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
198 Mot inconnu : icon-ubuntu => | Aficio SP C431DN | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
198 Mot inconnu : png => | Aficio SP C431DN | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |

199 Mot inconnu : Aficio => | Aficio SP C730DN | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
199 Mot inconnu : SP => | Aficio SP C730DN | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
199 Mot inconnu : C730DN => | Aficio SP C730DN | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
199 Mot inconnu : icons => | Aficio SP C730DN | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
199 Il manque un espace. => | Aficio SP C730DN | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
199 Mot inconnu : icon-ubuntu => | Aficio SP C730DN | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
199 Mot inconnu : png => | Aficio SP C730DN | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |

200 Mot inconnu : Aficio => | Aficio SP C811DN | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
200 Mot inconnu : SP => | Aficio SP C811DN | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
200 Mot inconnu : C811DN => | Aficio SP C811DN | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
200 Mot inconnu : icons => | Aficio SP C811DN | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
200 Il manque un espace. => | Aficio SP C811DN | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
200 Mot inconnu : icon-ubuntu => | Aficio SP C811DN | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
200 Mot inconnu : png => | Aficio SP C811DN | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |

201 Mot inconnu : Aficio => | Aficio SP C820DN | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
201 Mot inconnu : SP => | Aficio SP C820DN | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
201 Mot inconnu : C820DN => | Aficio SP C820DN | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
201 Mot inconnu : icons => | Aficio SP C820DN | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
201 Il manque un espace. => | Aficio SP C820DN | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
201 Mot inconnu : icon-ubuntu => | Aficio SP C820DN | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
201 Mot inconnu : png => | Aficio SP C820DN | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |

202 Mot inconnu : Aficio => | Aficio SP C821DN | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
202 Mot inconnu : SP => | Aficio SP C821DN | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
202 Mot inconnu : C821DN => | Aficio SP C821DN | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
202 Mot inconnu : icons => | Aficio SP C821DN | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
202 Il manque un espace. => | Aficio SP C821DN | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
202 Mot inconnu : icon-ubuntu => | Aficio SP C821DN | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
202 Mot inconnu : png => | Aficio SP C821DN | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |

203 Mot inconnu : Aficio => | Aficio SP C830DN | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
203 Mot inconnu : SP => | Aficio SP C830DN | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
203 Mot inconnu : C830DN => | Aficio SP C830DN | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
203 Mot inconnu : icons => | Aficio SP C830DN | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
203 Il manque un espace. => | Aficio SP C830DN | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
203 Mot inconnu : icon-ubuntu => | Aficio SP C830DN | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
203 Mot inconnu : png => | Aficio SP C830DN | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |

204 Mot inconnu : Aficio => | Aficio SP C831DN | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
204 Mot inconnu : SP => | Aficio SP C831DN | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
204 Mot inconnu : C831DN => | Aficio SP C831DN | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
204 Mot inconnu : icons => | Aficio SP C831DN | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
204 Il manque un espace. => | Aficio SP C831DN | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
204 Mot inconnu : icon-ubuntu => | Aficio SP C831DN | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
204 Mot inconnu : png => | Aficio SP C831DN | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |

205 Mot inconnu : Aficio => | Aficio SP W2470 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
205 Mot inconnu : SP => | Aficio SP W2470 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
205 Mot inconnu : W2470 => | Aficio SP W2470 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
205 Mot inconnu : icons => | Aficio SP W2470 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
205 Il manque un espace. => | Aficio SP W2470 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
205 Mot inconnu : icon-ubuntu => | Aficio SP W2470 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
205 Mot inconnu : png => | Aficio SP W2470 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |

206 Mot inconnu : Aficio => | Aficio série SG 2100, 3100KE, 7100, 3100, 2100, 2010L, 3120SF, 3120B SF, 3100SF | {{wiki:modeles:laptop_work.png?nolink|Fonctionne après configuration}} | IL faut télécharger un pilote sur le sit japonais de Ricoh. Pour la version 64 bits prenez le paquet sur cette [[http://support.ricoh.com/bbv2/html/dr_ut_d/ipsio/history/w/bb/pub_j/dr_ut_d/4101026/4101026792/V451/5216142/ipsiosg_4.5.1-0_amd64/history.htm|page]] (cliquez sur le champs avec fond bleu, sur le logo téléchargement). Faites de même pour le paquet 32 bits à partir de cette [[http://support.ricoh.com/bbv2/html/dr_ut_d/ipsio/history/w/bb/pub_j/dr_ut_d/4101026/4101026791/V451/5197866/ipsiosg_4.5.1-0_i386/history.htm|adresse]]. Ce modèle est aussi appelé IPSiO. |
206 Mot inconnu : SG => | Aficio série SG 2100, 3100KE, 7100, 3100, 2100, 2010L, 3120SF, 3120B SF, 3100SF | {{wiki:modeles:laptop_work.png?nolink|Fonctionne après configuration}} | IL faut télécharger un pilote sur le sit japonais de Ricoh. Pour la version 64 bits prenez le paquet sur cette [[http://support.ricoh.com/bbv2/html/dr_ut_d/ipsio/history/w/bb/pub_j/dr_ut_d/4101026/4101026792/V451/5216142/ipsiosg_4.5.1-0_amd64/history.htm|page]] (cliquez sur le champs avec fond bleu, sur le logo téléchargement). Faites de même pour le paquet 32 bits à partir de cette [[http://support.ricoh.com/bbv2/html/dr_ut_d/ipsio/history/w/bb/pub_j/dr_ut_d/4101026/4101026791/V451/5197866/ipsiosg_4.5.1-0_i386/history.htm|adresse]]. Ce modèle est aussi appelé IPSiO. |
206 Mot inconnu : KE => | Aficio série SG 2100, 3100KE, 7100, 3100, 2100, 2010L, 3120SF, 3120B SF, 3100SF | {{wiki:modeles:laptop_work.png?nolink|Fonctionne après configuration}} | IL faut télécharger un pilote sur le sit japonais de Ricoh. Pour la version 64 bits prenez le paquet sur cette [[http://support.ricoh.com/bbv2/html/dr_ut_d/ipsio/history/w/bb/pub_j/dr_ut_d/4101026/4101026792/V451/5216142/ipsiosg_4.5.1-0_amd64/history.htm|page]] (cliquez sur le champs avec fond bleu, sur le logo téléchargement). Faites de même pour le paquet 32 bits à partir de cette [[http://support.ricoh.com/bbv2/html/dr_ut_d/ipsio/history/w/bb/pub_j/dr_ut_d/4101026/4101026791/V451/5197866/ipsiosg_4.5.1-0_i386/history.htm|adresse]]. Ce modèle est aussi appelé IPSiO. |
206 Il manque un espace. => | Aficio série SG 2100, 3100KE, 7100, 3100, 2100, 2010L, 3120SF, 3120B SF, 3100SF | {{wiki:modeles:laptop_work.png?nolink|Fonctionne après configuration}} | IL faut télécharger un pilote sur le sit japonais de Ricoh. Pour la version 64 bits prenez le paquet sur cette [[http://support.ricoh.com/bbv2/html/dr_ut_d/ipsio/history/w/bb/pub_j/dr_ut_d/4101026/4101026792/V451/5216142/ipsiosg_4.5.1-0_amd64/history.htm|page]] (cliquez sur le champs avec fond bleu, sur le logo téléchargement). Faites de même pour le paquet 32 bits à partir de cette [[http://support.ricoh.com/bbv2/html/dr_ut_d/ipsio/history/w/bb/pub_j/dr_ut_d/4101026/4101026791/V451/5197866/ipsiosg_4.5.1-0_i386/history.htm|adresse]]. Ce modèle est aussi appelé IPSiO. |
206 Mot inconnu : modeles => | Aficio série SG 2100, 3100KE, 7100, 3100, 2100, 2010L, 3120SF, 3120B SF, 3100SF | {{wiki:modeles:laptop_work.png?nolink|Fonctionne après configuration}} | IL faut télécharger un pilote sur le sit japonais de Ricoh. Pour la version 64 bits prenez le paquet sur cette [[http://support.ricoh.com/bbv2/html/dr_ut_d/ipsio/history/w/bb/pub_j/dr_ut_d/4101026/4101026792/V451/5216142/ipsiosg_4.5.1-0_amd64/history.htm|page]] (cliquez sur le champs avec fond bleu, sur le logo téléchargement). Faites de même pour le paquet 32 bits à partir de cette [[http://support.ricoh.com/bbv2/html/dr_ut_d/ipsio/history/w/bb/pub_j/dr_ut_d/4101026/4101026791/V451/5197866/ipsiosg_4.5.1-0_i386/history.htm|adresse]]. Ce modèle est aussi appelé IPSiO. |
206 Mot inconnu : laptop_work => | Aficio série SG 2100, 3100KE, 7100, 3100, 2100, 2010L, 3120SF, 3120B SF, 3100SF | {{wiki:modeles:laptop_work.png?nolink|Fonctionne après configuration}} | IL faut télécharger un pilote sur le sit japonais de Ricoh. Pour la version 64 bits prenez le paquet sur cette [[http://support.ricoh.com/bbv2/html/dr_ut_d/ipsio/history/w/bb/pub_j/dr_ut_d/4101026/4101026792/V451/5216142/ipsiosg_4.5.1-0_amd64/history.htm|page]] (cliquez sur le champs avec fond bleu, sur le logo téléchargement). Faites de même pour le paquet 32 bits à partir de cette [[http://support.ricoh.com/bbv2/html/dr_ut_d/ipsio/history/w/bb/pub_j/dr_ut_d/4101026/4101026791/V451/5197866/ipsiosg_4.5.1-0_i386/history.htm|adresse]]. Ce modèle est aussi appelé IPSiO. |
206 Mot inconnu : png => | Aficio série SG 2100, 3100KE, 7100, 3100, 2100, 2010L, 3120SF, 3120B SF, 3100SF | {{wiki:modeles:laptop_work.png?nolink|Fonctionne après configuration}} | IL faut télécharger un pilote sur le sit japonais de Ricoh. Pour la version 64 bits prenez le paquet sur cette [[http://support.ricoh.com/bbv2/html/dr_ut_d/ipsio/history/w/bb/pub_j/dr_ut_d/4101026/4101026792/V451/5216142/ipsiosg_4.5.1-0_amd64/history.htm|page]] (cliquez sur le champs avec fond bleu, sur le logo téléchargement). Faites de même pour le paquet 32 bits à partir de cette [[http://support.ricoh.com/bbv2/html/dr_ut_d/ipsio/history/w/bb/pub_j/dr_ut_d/4101026/4101026791/V451/5197866/ipsiosg_4.5.1-0_i386/history.htm|adresse]]. Ce modèle est aussi appelé IPSiO. |
206 Il manque un espace insécable. => | Aficio série SG 2100, 3100KE, 7100, 3100, 2100, 2010L, 3120SF, 3120B SF, 3100SF | {{wiki:modeles:laptop_work.png?nolink|Fonctionne après configuration}} | IL faut télécharger un pilote sur le sit japonais de Ricoh. Pour la version 64 bits prenez le paquet sur cette [[http://support.ricoh.com/bbv2/html/dr_ut_d/ipsio/history/w/bb/pub_j/dr_ut_d/4101026/4101026792/V451/5216142/ipsiosg_4.5.1-0_amd64/history.htm|page]] (cliquez sur le champs avec fond bleu, sur le logo téléchargement). Faites de même pour le paquet 32 bits à partir de cette [[http://support.ricoh.com/bbv2/html/dr_ut_d/ipsio/history/w/bb/pub_j/dr_ut_d/4101026/4101026791/V451/5197866/ipsiosg_4.5.1-0_i386/history.htm|adresse]]. Ce modèle est aussi appelé IPSiO. |
206 Il manque un espace. => | Aficio série SG 2100, 3100KE, 7100, 3100, 2100, 2010L, 3120SF, 3120B SF, 3100SF | {{wiki:modeles:laptop_work.png?nolink|Fonctionne après configuration}} | IL faut télécharger un pilote sur le sit japonais de Ricoh. Pour la version 64 bits prenez le paquet sur cette [[http://support.ricoh.com/bbv2/html/dr_ut_d/ipsio/history/w/bb/pub_j/dr_ut_d/4101026/4101026792/V451/5216142/ipsiosg_4.5.1-0_amd64/history.htm|page]] (cliquez sur le champs avec fond bleu, sur le logo téléchargement). Faites de même pour le paquet 32 bits à partir de cette [[http://support.ricoh.com/bbv2/html/dr_ut_d/ipsio/history/w/bb/pub_j/dr_ut_d/4101026/4101026791/V451/5197866/ipsiosg_4.5.1-0_i386/history.htm|adresse]]. Ce modèle est aussi appelé IPSiO. |
206 Mot inconnu : nolink => | Aficio série SG 2100, 3100KE, 7100, 3100, 2100, 2010L, 3120SF, 3120B SF, 3100SF | {{wiki:modeles:laptop_work.png?nolink|Fonctionne après configuration}} | IL faut télécharger un pilote sur le sit japonais de Ricoh. Pour la version 64 bits prenez le paquet sur cette [[http://support.ricoh.com/bbv2/html/dr_ut_d/ipsio/history/w/bb/pub_j/dr_ut_d/4101026/4101026792/V451/5216142/ipsiosg_4.5.1-0_amd64/history.htm|page]] (cliquez sur le champs avec fond bleu, sur le logo téléchargement). Faites de même pour le paquet 32 bits à partir de cette [[http://support.ricoh.com/bbv2/html/dr_ut_d/ipsio/history/w/bb/pub_j/dr_ut_d/4101026/4101026791/V451/5197866/ipsiosg_4.5.1-0_i386/history.htm|adresse]]. Ce modèle est aussi appelé IPSiO. |
206 Mot inconnu : sit => | Aficio série SG 2100, 3100KE, 7100, 3100, 2100, 2010L, 3120SF, 3120B SF, 3100SF | {{wiki:modeles:laptop_work.png?nolink|Fonctionne après configuration}} | IL faut télécharger un pilote sur le sit japonais de Ricoh. Pour la version 64 bits prenez le paquet sur cette [[http://support.ricoh.com/bbv2/html/dr_ut_d/ipsio/history/w/bb/pub_j/dr_ut_d/4101026/4101026792/V451/5216142/ipsiosg_4.5.1-0_amd64/history.htm|page]] (cliquez sur le champs avec fond bleu, sur le logo téléchargement). Faites de même pour le paquet 32 bits à partir de cette [[http://support.ricoh.com/bbv2/html/dr_ut_d/ipsio/history/w/bb/pub_j/dr_ut_d/4101026/4101026791/V451/5197866/ipsiosg_4.5.1-0_i386/history.htm|adresse]]. Ce modèle est aussi appelé IPSiO. |
206 Mot inconnu : Ricoh => | Aficio série SG 2100, 3100KE, 7100, 3100, 2100, 2010L, 3120SF, 3120B SF, 3100SF | {{wiki:modeles:laptop_work.png?nolink|Fonctionne après configuration}} | IL faut télécharger un pilote sur le sit japonais de Ricoh. Pour la version 64 bits prenez le paquet sur cette [[http://support.ricoh.com/bbv2/html/dr_ut_d/ipsio/history/w/bb/pub_j/dr_ut_d/4101026/4101026792/V451/5216142/ipsiosg_4.5.1-0_amd64/history.htm|page]] (cliquez sur le champs avec fond bleu, sur le logo téléchargement). Faites de même pour le paquet 32 bits à partir de cette [[http://support.ricoh.com/bbv2/html/dr_ut_d/ipsio/history/w/bb/pub_j/dr_ut_d/4101026/4101026791/V451/5197866/ipsiosg_4.5.1-0_i386/history.htm|adresse]]. Ce modèle est aussi appelé IPSiO. |
