2 Mot inconnu : acer => {{tag>matériel portable acer}}

6 Il manque un espace insécable. => <note>Vous cherchez un autre modèle?\\ Allez sur la [[:liste_portables_acer|liste des portables Acer]] </note>
6 Mot inconnu : liste_portables_acer => <note>Vous cherchez un autre modèle?\\ Allez sur la [[:liste_portables_acer|liste des portables Acer]] </note>

8 Il manque un espace insécable. => ====== Liste des portables « Acer » Aspire 1xxx ======
8 Il manque un espace insécable. => ====== Liste des portables « Acer » Aspire 1xxx ======
8 Mot inconnu : xxx => ====== Liste des portables « Acer » Aspire 1xxx ======

10 Mot inconnu : xxx => Voici tous les micro-ordinateurs portables Acer Aspire 1xxx ayant été testés sous Ubuntu, classés par ordre alphabétique.

14 Mot inconnu : liste_portables_acer => [[liste_portables_acer#legende|Légende des icônes]]

16 Mot inconnu : liste_portables_acer => ^ Modèles ^ 64b ^ État ^ [[liste_portables_acer#legende|Versions]] ^ Commentaires ^

17 Espace(s) surnuméraire(s) à supprimer. => |  Aspire 1300  | - | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:8.04]] | Pilotes Savage beaucoup mieux gérés depuis Dapper. Veille et hibernation ok |
36 Signe de multiplication typographique. => |  Aspire 1642 WLMI  | - | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:6.06]] | Sous Edgy:\\ • Au boot : démarrer en mode graphique sans échec.\\ • Wifi et Bluetooth OK, voyant OK. Wifi solution ([[:tutoriel:comment_editer_un_fichier|éditez]] « /etc/modprobe.d/options » et y rajouter « options ipw2200 led=1 ». Problème avec la résolution 1024x800 (affichage en 1024x768).\\ • Résolution en 1024x800 résolue avec //915résolution//. Bureau 3D Beryl+Aiglx (installation //via// la documentation Ubuntu). [[http://tous-sur-linux.kouaa-blog.com/category/6002/7228|Mes divers portables sous Linux ici]].\\ [[https://wiki.ubuntu.com/LaptopTestingTeam/AcerAspire1642WLMi|wiki anglais]] | 
36 Mot inconnu : x800 => |  Aspire 1642 WLMI  | - | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:6.06]] | Sous Edgy:\\ • Au boot : démarrer en mode graphique sans échec.\\ • Wifi et Bluetooth OK, voyant OK. Wifi solution ([[:tutoriel:comment_editer_un_fichier|éditez]] « /etc/modprobe.d/options » et y rajouter « options ipw2200 led=1 ». Problème avec la résolution 1024x800 (affichage en 1024x768).\\ • Résolution en 1024x800 résolue avec //915résolution//. Bureau 3D Beryl+Aiglx (installation //via// la documentation Ubuntu). [[http://tous-sur-linux.kouaa-blog.com/category/6002/7228|Mes divers portables sous Linux ici]].\\ [[https://wiki.ubuntu.com/LaptopTestingTeam/AcerAspire1642WLMi|wiki anglais]] | 
36 Signe de multiplication typographique. => |  Aspire 1642 WLMI  | - | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:6.06]] | Sous Edgy:\\ • Au boot : démarrer en mode graphique sans échec.\\ • Wifi et Bluetooth OK, voyant OK. Wifi solution ([[:tutoriel:comment_editer_un_fichier|éditez]] « /etc/modprobe.d/options » et y rajouter « options ipw2200 led=1 ». Problème avec la résolution 1024x800 (affichage en 1024x768).\\ • Résolution en 1024x800 résolue avec //915résolution//. Bureau 3D Beryl+Aiglx (installation //via// la documentation Ubuntu). [[http://tous-sur-linux.kouaa-blog.com/category/6002/7228|Mes divers portables sous Linux ici]].\\ [[https://wiki.ubuntu.com/LaptopTestingTeam/AcerAspire1642WLMi|wiki anglais]] | 
36 Mot inconnu : x768 => |  Aspire 1642 WLMI  | - | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:6.06]] | Sous Edgy:\\ • Au boot : démarrer en mode graphique sans échec.\\ • Wifi et Bluetooth OK, voyant OK. Wifi solution ([[:tutoriel:comment_editer_un_fichier|éditez]] « /etc/modprobe.d/options » et y rajouter « options ipw2200 led=1 ». Problème avec la résolution 1024x800 (affichage en 1024x768).\\ • Résolution en 1024x800 résolue avec //915résolution//. Bureau 3D Beryl+Aiglx (installation //via// la documentation Ubuntu). [[http://tous-sur-linux.kouaa-blog.com/category/6002/7228|Mes divers portables sous Linux ici]].\\ [[https://wiki.ubuntu.com/LaptopTestingTeam/AcerAspire1642WLMi|wiki anglais]] | 
36 Signe de multiplication typographique. => |  Aspire 1642 WLMI  | - | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:6.06]] | Sous Edgy:\\ • Au boot : démarrer en mode graphique sans échec.\\ • Wifi et Bluetooth OK, voyant OK. Wifi solution ([[:tutoriel:comment_editer_un_fichier|éditez]] « /etc/modprobe.d/options » et y rajouter « options ipw2200 led=1 ». Problème avec la résolution 1024x800 (affichage en 1024x768).\\ • Résolution en 1024x800 résolue avec //915résolution//. Bureau 3D Beryl+Aiglx (installation //via// la documentation Ubuntu). [[http://tous-sur-linux.kouaa-blog.com/category/6002/7228|Mes divers portables sous Linux ici]].\\ [[https://wiki.ubuntu.com/LaptopTestingTeam/AcerAspire1642WLMi|wiki anglais]] | 
36 Mot inconnu : x800 => |  Aspire 1642 WLMI  | - | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:6.06]] | Sous Edgy:\\ • Au boot : démarrer en mode graphique sans échec.\\ • Wifi et Bluetooth OK, voyant OK. Wifi solution ([[:tutoriel:comment_editer_un_fichier|éditez]] « /etc/modprobe.d/options » et y rajouter « options ipw2200 led=1 ». Problème avec la résolution 1024x800 (affichage en 1024x768).\\ • Résolution en 1024x800 résolue avec //915résolution//. Bureau 3D Beryl+Aiglx (installation //via// la documentation Ubuntu). [[http://tous-sur-linux.kouaa-blog.com/category/6002/7228|Mes divers portables sous Linux ici]].\\ [[https://wiki.ubuntu.com/LaptopTestingTeam/AcerAspire1642WLMi|wiki anglais]] | 
36 Mot inconnu : Beryl => |  Aspire 1642 WLMI  | - | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:6.06]] | Sous Edgy:\\ • Au boot : démarrer en mode graphique sans échec.\\ • Wifi et Bluetooth OK, voyant OK. Wifi solution ([[:tutoriel:comment_editer_un_fichier|éditez]] « /etc/modprobe.d/options » et y rajouter « options ipw2200 led=1 ». Problème avec la résolution 1024x800 (affichage en 1024x768).\\ • Résolution en 1024x800 résolue avec //915résolution//. Bureau 3D Beryl+Aiglx (installation //via// la documentation Ubuntu). [[http://tous-sur-linux.kouaa-blog.com/category/6002/7228|Mes divers portables sous Linux ici]].\\ [[https://wiki.ubuntu.com/LaptopTestingTeam/AcerAspire1642WLMi|wiki anglais]] | 
36 Mot inconnu : Aiglx => |  Aspire 1642 WLMI  | - | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:6.06]] | Sous Edgy:\\ • Au boot : démarrer en mode graphique sans échec.\\ • Wifi et Bluetooth OK, voyant OK. Wifi solution ([[:tutoriel:comment_editer_un_fichier|éditez]] « /etc/modprobe.d/options » et y rajouter « options ipw2200 led=1 ». Problème avec la résolution 1024x800 (affichage en 1024x768).\\ • Résolution en 1024x800 résolue avec //915résolution//. Bureau 3D Beryl+Aiglx (installation //via// la documentation Ubuntu). [[http://tous-sur-linux.kouaa-blog.com/category/6002/7228|Mes divers portables sous Linux ici]].\\ [[https://wiki.ubuntu.com/LaptopTestingTeam/AcerAspire1642WLMi|wiki anglais]] | 
36 Espace(s) en fin de ligne à supprimer. => |  Aspire 1642 WLMI  | - | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:6.06]] | Sous Edgy:\\ • Au boot : démarrer en mode graphique sans échec.\\ • Wifi et Bluetooth OK, voyant OK. Wifi solution ([[:tutoriel:comment_editer_un_fichier|éditez]] « /etc/modprobe.d/options » et y rajouter « options ipw2200 led=1 ». Problème avec la résolution 1024x800 (affichage en 1024x768).\\ • Résolution en 1024x800 résolue avec //915résolution//. Bureau 3D Beryl+Aiglx (installation //via// la documentation Ubuntu). [[http://tous-sur-linux.kouaa-blog.com/category/6002/7228|Mes divers portables sous Linux ici]].\\ [[https://wiki.ubuntu.com/LaptopTestingTeam/AcerAspire1642WLMi|wiki anglais]] | 

37 Mot inconnu : WLMI => |  Aspire 1642Z WLMI  | - | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:10.04]] \\ [[:12.04]] \\ [[:trusty|14.04]] | Aucun problème à l'installation. Le bluetooth ne fonctionne pas.  \\ Attention ! ce PC est tatoué. Si vous voulez conserver ou réinstaller Windows voir [[:tutoriel:comment_amorcer_ubuntu_avec_bootmgr|ici]]| 
37 Espace(s) surnuméraire(s) à supprimer. => |  Aspire 1642Z WLMI  | - | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:10.04]] \\ [[:12.04]] \\ [[:trusty|14.04]] | Aucun problème à l'installation. Le bluetooth ne fonctionne pas.  \\ Attention ! ce PC est tatoué. Si vous voulez conserver ou réinstaller Windows voir [[:tutoriel:comment_amorcer_ubuntu_avec_bootmgr|ici]]| 
37 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => |  Aspire 1642Z WLMI  | - | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:10.04]] \\ [[:12.04]] \\ [[:trusty|14.04]] | Aucun problème à l'installation. Le bluetooth ne fonctionne pas.  \\ Attention ! ce PC est tatoué. Si vous voulez conserver ou réinstaller Windows voir [[:tutoriel:comment_amorcer_ubuntu_avec_bootmgr|ici]]| 
37 Mot inconnu : icons => |  Aspire 1642Z WLMI  | - | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:10.04]] \\ [[:12.04]] \\ [[:trusty|14.04]] | Aucun problème à l'installation. Le bluetooth ne fonctionne pas.  \\ Attention ! ce PC est tatoué. Si vous voulez conserver ou réinstaller Windows voir [[:tutoriel:comment_amorcer_ubuntu_avec_bootmgr|ici]]| 
37 Il manque un espace. => |  Aspire 1642Z WLMI  | - | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:10.04]] \\ [[:12.04]] \\ [[:trusty|14.04]] | Aucun problème à l'installation. Le bluetooth ne fonctionne pas.  \\ Attention ! ce PC est tatoué. Si vous voulez conserver ou réinstaller Windows voir [[:tutoriel:comment_amorcer_ubuntu_avec_bootmgr|ici]]| 
37 Mot inconnu : icon-ubuntu => |  Aspire 1642Z WLMI  | - | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:10.04]] \\ [[:12.04]] \\ [[:trusty|14.04]] | Aucun problème à l'installation. Le bluetooth ne fonctionne pas.  \\ Attention ! ce PC est tatoué. Si vous voulez conserver ou réinstaller Windows voir [[:tutoriel:comment_amorcer_ubuntu_avec_bootmgr|ici]]| 
37 Mot inconnu : png => |  Aspire 1642Z WLMI  | - | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:10.04]] \\ [[:12.04]] \\ [[:trusty|14.04]] | Aucun problème à l'installation. Le bluetooth ne fonctionne pas.  \\ Attention ! ce PC est tatoué. Si vous voulez conserver ou réinstaller Windows voir [[:tutoriel:comment_amorcer_ubuntu_avec_bootmgr|ici]]| 
37 Il manque un espace insécable. => |  Aspire 1642Z WLMI  | - | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:10.04]] \\ [[:12.04]] \\ [[:trusty|14.04]] | Aucun problème à l'installation. Le bluetooth ne fonctionne pas.  \\ Attention ! ce PC est tatoué. Si vous voulez conserver ou réinstaller Windows voir [[:tutoriel:comment_amorcer_ubuntu_avec_bootmgr|ici]]| 
37 Il manque un espace. => |  Aspire 1642Z WLMI  | - | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:10.04]] \\ [[:12.04]] \\ [[:trusty|14.04]] | Aucun problème à l'installation. Le bluetooth ne fonctionne pas.  \\ Attention ! ce PC est tatoué. Si vous voulez conserver ou réinstaller Windows voir [[:tutoriel:comment_amorcer_ubuntu_avec_bootmgr|ici]]| 
37 Mot inconnu : nolink20 => |  Aspire 1642Z WLMI  | - | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:10.04]] \\ [[:12.04]] \\ [[:trusty|14.04]] | Aucun problème à l'installation. Le bluetooth ne fonctionne pas.  \\ Attention ! ce PC est tatoué. Si vous voulez conserver ou réinstaller Windows voir [[:tutoriel:comment_amorcer_ubuntu_avec_bootmgr|ici]]| 
37 Mot inconnu : trusty => |  Aspire 1642Z WLMI  | - | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:10.04]] \\ [[:12.04]] \\ [[:trusty|14.04]] | Aucun problème à l'installation. Le bluetooth ne fonctionne pas.  \\ Attention ! ce PC est tatoué. Si vous voulez conserver ou réinstaller Windows voir [[:tutoriel:comment_amorcer_ubuntu_avec_bootmgr|ici]]| 
37 Mot inconnu : bluetooth => |  Aspire 1642Z WLMI  | - | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:10.04]] \\ [[:12.04]] \\ [[:trusty|14.04]] | Aucun problème à l'installation. Le bluetooth ne fonctionne pas.  \\ Attention ! ce PC est tatoué. Si vous voulez conserver ou réinstaller Windows voir [[:tutoriel:comment_amorcer_ubuntu_avec_bootmgr|ici]]| 
37 Espace(s) surnuméraire(s) à supprimer. => |  Aspire 1642Z WLMI  | - | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:10.04]] \\ [[:12.04]] \\ [[:trusty|14.04]] | Aucun problème à l'installation. Le bluetooth ne fonctionne pas.  \\ Attention ! ce PC est tatoué. Si vous voulez conserver ou réinstaller Windows voir [[:tutoriel:comment_amorcer_ubuntu_avec_bootmgr|ici]]| 
37 Il manque un espace insécable. => |  Aspire 1642Z WLMI  | - | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:10.04]] \\ [[:12.04]] \\ [[:trusty|14.04]] | Aucun problème à l'installation. Le bluetooth ne fonctionne pas.  \\ Attention ! ce PC est tatoué. Si vous voulez conserver ou réinstaller Windows voir [[:tutoriel:comment_amorcer_ubuntu_avec_bootmgr|ici]]| 
37 Il manque un espace. => |  Aspire 1642Z WLMI  | - | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:10.04]] \\ [[:12.04]] \\ [[:trusty|14.04]] | Aucun problème à l'installation. Le bluetooth ne fonctionne pas.  \\ Attention ! ce PC est tatoué. Si vous voulez conserver ou réinstaller Windows voir [[:tutoriel:comment_amorcer_ubuntu_avec_bootmgr|ici]]| 
37 Mot inconnu : comment_amorcer_ubuntu_avec_bootmgr => |  Aspire 1642Z WLMI  | - | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:10.04]] \\ [[:12.04]] \\ [[:trusty|14.04]] | Aucun problème à l'installation. Le bluetooth ne fonctionne pas.  \\ Attention ! ce PC est tatoué. Si vous voulez conserver ou réinstaller Windows voir [[:tutoriel:comment_amorcer_ubuntu_avec_bootmgr|ici]]| 
37 Espace(s) en fin de ligne à supprimer. => |  Aspire 1642Z WLMI  | - | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:10.04]] \\ [[:12.04]] \\ [[:trusty|14.04]] | Aucun problème à l'installation. Le bluetooth ne fonctionne pas.  \\ Attention ! ce PC est tatoué. Si vous voulez conserver ou réinstaller Windows voir [[:tutoriel:comment_amorcer_ubuntu_avec_bootmgr|ici]]| 

38 Mot inconnu : WLMI => |  Aspire 1652 WLMI  | - | {{ icons:important.png?nolink20 |Nécessite quelques réglages}} | [[:8.04]] \\ [[:16.04]] | Au boot : « ''linux vga=771 noacpi nolacpi'' ».\\ Carte GFX ATI X300 à configurer par la suite avec le tutoriel (wiki) ATI et le pilote //fglrx// -> accélération 3D OK.\\ Sous Edgy: Aucun problème à l'installation (contrairement à Breezy). Touches de fonctions reconnues. Mise en veille et hibernation OK. Beryl et Wifi non testés.\\ clavier:ACER C300 et agencement "France". \\ Pour 16.04 : installation de Ubuntu 16.04 32 bits : tout fonctionne après install selon post de [[http://forum.ubuntu-fr.org/viewtopic.php?id=1991196|briankeith]]| 
38 Espace(s) surnuméraire(s) à supprimer. => |  Aspire 1652 WLMI  | - | {{ icons:important.png?nolink20 |Nécessite quelques réglages}} | [[:8.04]] \\ [[:16.04]] | Au boot : « ''linux vga=771 noacpi nolacpi'' ».\\ Carte GFX ATI X300 à configurer par la suite avec le tutoriel (wiki) ATI et le pilote //fglrx// -> accélération 3D OK.\\ Sous Edgy: Aucun problème à l'installation (contrairement à Breezy). Touches de fonctions reconnues. Mise en veille et hibernation OK. Beryl et Wifi non testés.\\ clavier:ACER C300 et agencement "France". \\ Pour 16.04 : installation de Ubuntu 16.04 32 bits : tout fonctionne après install selon post de [[http://forum.ubuntu-fr.org/viewtopic.php?id=1991196|briankeith]]| 
38 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => |  Aspire 1652 WLMI  | - | {{ icons:important.png?nolink20 |Nécessite quelques réglages}} | [[:8.04]] \\ [[:16.04]] | Au boot : « ''linux vga=771 noacpi nolacpi'' ».\\ Carte GFX ATI X300 à configurer par la suite avec le tutoriel (wiki) ATI et le pilote //fglrx// -> accélération 3D OK.\\ Sous Edgy: Aucun problème à l'installation (contrairement à Breezy). Touches de fonctions reconnues. Mise en veille et hibernation OK. Beryl et Wifi non testés.\\ clavier:ACER C300 et agencement "France". \\ Pour 16.04 : installation de Ubuntu 16.04 32 bits : tout fonctionne après install selon post de [[http://forum.ubuntu-fr.org/viewtopic.php?id=1991196|briankeith]]| 
38 Mot inconnu : icons => |  Aspire 1652 WLMI  | - | {{ icons:important.png?nolink20 |Nécessite quelques réglages}} | [[:8.04]] \\ [[:16.04]] | Au boot : « ''linux vga=771 noacpi nolacpi'' ».\\ Carte GFX ATI X300 à configurer par la suite avec le tutoriel (wiki) ATI et le pilote //fglrx// -> accélération 3D OK.\\ Sous Edgy: Aucun problème à l'installation (contrairement à Breezy). Touches de fonctions reconnues. Mise en veille et hibernation OK. Beryl et Wifi non testés.\\ clavier:ACER C300 et agencement "France". \\ Pour 16.04 : installation de Ubuntu 16.04 32 bits : tout fonctionne après install selon post de [[http://forum.ubuntu-fr.org/viewtopic.php?id=1991196|briankeith]]| 
38 Il manque un espace. => |  Aspire 1652 WLMI  | - | {{ icons:important.png?nolink20 |Nécessite quelques réglages}} | [[:8.04]] \\ [[:16.04]] | Au boot : « ''linux vga=771 noacpi nolacpi'' ».\\ Carte GFX ATI X300 à configurer par la suite avec le tutoriel (wiki) ATI et le pilote //fglrx// -> accélération 3D OK.\\ Sous Edgy: Aucun problème à l'installation (contrairement à Breezy). Touches de fonctions reconnues. Mise en veille et hibernation OK. Beryl et Wifi non testés.\\ clavier:ACER C300 et agencement "France". \\ Pour 16.04 : installation de Ubuntu 16.04 32 bits : tout fonctionne après install selon post de [[http://forum.ubuntu-fr.org/viewtopic.php?id=1991196|briankeith]]| 
38 Mot inconnu : png => |  Aspire 1652 WLMI  | - | {{ icons:important.png?nolink20 |Nécessite quelques réglages}} | [[:8.04]] \\ [[:16.04]] | Au boot : « ''linux vga=771 noacpi nolacpi'' ».\\ Carte GFX ATI X300 à configurer par la suite avec le tutoriel (wiki) ATI et le pilote //fglrx// -> accélération 3D OK.\\ Sous Edgy: Aucun problème à l'installation (contrairement à Breezy). Touches de fonctions reconnues. Mise en veille et hibernation OK. Beryl et Wifi non testés.\\ clavier:ACER C300 et agencement "France". \\ Pour 16.04 : installation de Ubuntu 16.04 32 bits : tout fonctionne après install selon post de [[http://forum.ubuntu-fr.org/viewtopic.php?id=1991196|briankeith]]| 
38 Il manque un espace insécable. => |  Aspire 1652 WLMI  | - | {{ icons:important.png?nolink20 |Nécessite quelques réglages}} | [[:8.04]] \\ [[:16.04]] | Au boot : « ''linux vga=771 noacpi nolacpi'' ».\\ Carte GFX ATI X300 à configurer par la suite avec le tutoriel (wiki) ATI et le pilote //fglrx// -> accélération 3D OK.\\ Sous Edgy: Aucun problème à l'installation (contrairement à Breezy). Touches de fonctions reconnues. Mise en veille et hibernation OK. Beryl et Wifi non testés.\\ clavier:ACER C300 et agencement "France". \\ Pour 16.04 : installation de Ubuntu 16.04 32 bits : tout fonctionne après install selon post de [[http://forum.ubuntu-fr.org/viewtopic.php?id=1991196|briankeith]]| 
38 Il manque un espace. => |  Aspire 1652 WLMI  | - | {{ icons:important.png?nolink20 |Nécessite quelques réglages}} | [[:8.04]] \\ [[:16.04]] | Au boot : « ''linux vga=771 noacpi nolacpi'' ».\\ Carte GFX ATI X300 à configurer par la suite avec le tutoriel (wiki) ATI et le pilote //fglrx// -> accélération 3D OK.\\ Sous Edgy: Aucun problème à l'installation (contrairement à Breezy). Touches de fonctions reconnues. Mise en veille et hibernation OK. Beryl et Wifi non testés.\\ clavier:ACER C300 et agencement "France". \\ Pour 16.04 : installation de Ubuntu 16.04 32 bits : tout fonctionne après install selon post de [[http://forum.ubuntu-fr.org/viewtopic.php?id=1991196|briankeith]]| 
