6 Il manque un espace insécable. => ====== Liste des portables « SONY Vaio » ======
6 Mot inconnu : Vaio => ====== Liste des portables « SONY Vaio » ======
6 Il manque un espace insécable. => ====== Liste des portables « SONY Vaio » ======

7 Il manque un espace insécable. => Voici tous les micro-ordinateurs portables « SONY Vaio » ayant été testés sous Ubuntu, classés par ordre alphabétique.
7 Mot inconnu : Vaio => Voici tous les micro-ordinateurs portables « SONY Vaio » ayant été testés sous Ubuntu, classés par ordre alphabétique.
7 Il manque un espace insécable. => Voici tous les micro-ordinateurs portables « SONY Vaio » ayant été testés sous Ubuntu, classés par ordre alphabétique.

11 Mot inconnu : icons => | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Fonctionne immédiatement. |
11 Il manque un espace. => | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Fonctionne immédiatement. |
11 Mot inconnu : icon-ubuntu => | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Fonctionne immédiatement. |

12 Il manque un espace. => | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | Fonctionne après configuration. |
12 Mot inconnu : modeles => | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | Fonctionne après configuration. |
12 Mot inconnu : laptop_work => | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | Fonctionne après configuration. |

13 Mot inconnu : icons => | {{:icons:process-stop.png?nolink|Ne fonctionne pas}} | Le modèle ne semble pas être supporté par Ubuntu. |
13 Il manque un espace. => | {{:icons:process-stop.png?nolink|Ne fonctionne pas}} | Le modèle ne semble pas être supporté par Ubuntu. |
13 Il manque un espace insécable. => | {{:icons:process-stop.png?nolink|Ne fonctionne pas}} | Le modèle ne semble pas être supporté par Ubuntu. |
13 Il manque un espace. => | {{:icons:process-stop.png?nolink|Ne fonctionne pas}} | Le modèle ne semble pas être supporté par Ubuntu. |
13 Mot inconnu : nolink => | {{:icons:process-stop.png?nolink|Ne fonctionne pas}} | Le modèle ne semble pas être supporté par Ubuntu. |

16 Mot inconnu : Vaio => ===== Vaio PCG =====
16 Mot inconnu : PCG => ===== Vaio PCG =====

18 Espace(s) surnuméraire(s) à supprimer. => ^ Modèle ^ Installation ^ Matériel ^ Commentaires  ^  [[:versions|Version]]  ^

19 Mot inconnu : PCG-7A1M => | PCG-7A1M | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Marche très bien excepté la touche Fn, le pilote graphique propriétaire 173 semble plus rapide que le current. | Lucid |
221 Typographie : points de suspension. Utilisez le caractère dédié. => | VGN-S5M | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Le fonctionnement sur batterie nécessite de mettre les mains dans le cambouis (baisse de la luminosité, underclok de la carte vidéo, ...) lecteur memory stick | Breezy |
221 Mot inconnu : memory => | VGN-S5M | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Le fonctionnement sur batterie nécessite de mettre les mains dans le cambouis (baisse de la luminosité, underclok de la carte vidéo, ...) lecteur memory stick | Breezy |
221 Mot inconnu : Breezy => | VGN-S5M | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Le fonctionnement sur batterie nécessite de mettre les mains dans le cambouis (baisse de la luminosité, underclok de la carte vidéo, ...) lecteur memory stick | Breezy |

222 Mot inconnu : VGN-S5XP => | VGN-S5XP/B | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | | Tout fonctionne sauf les hotkeys et acpi=off  | Natty 32 |
222 Mot inconnu : icons => | VGN-S5XP/B | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | | Tout fonctionne sauf les hotkeys et acpi=off  | Natty 32 |
222 Il manque un espace. => | VGN-S5XP/B | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | | Tout fonctionne sauf les hotkeys et acpi=off  | Natty 32 |
222 Mot inconnu : icon-ubuntu => | VGN-S5XP/B | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | | Tout fonctionne sauf les hotkeys et acpi=off  | Natty 32 |
222 Mot inconnu : hotkeys => | VGN-S5XP/B | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | | Tout fonctionne sauf les hotkeys et acpi=off  | Natty 32 |
222 Mot inconnu : acpi => | VGN-S5XP/B | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | | Tout fonctionne sauf les hotkeys et acpi=off  | Natty 32 |
222 Espace(s) surnuméraire(s) à supprimer. => | VGN-S5XP/B | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | | Tout fonctionne sauf les hotkeys et acpi=off  | Natty 32 |
222 Mot inconnu : Natty => | VGN-S5XP/B | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | | Tout fonctionne sauf les hotkeys et acpi=off  | Natty 32 |

223 Mot inconnu : VGN-SR19VN => | VGN-SR19VN | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} |Tout fonctionne sauf les hotkeys, le lecteur d'empreinte et le lecteur de carte MS. Prendre garde au "claquages" de disque. Pour l'hibernation ajouter les modules agpgart intel-agp fglrx au démarrage | Intrepid |
223 Mot inconnu : icons => | VGN-SR19VN | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} |Tout fonctionne sauf les hotkeys, le lecteur d'empreinte et le lecteur de carte MS. Prendre garde au "claquages" de disque. Pour l'hibernation ajouter les modules agpgart intel-agp fglrx au démarrage | Intrepid |
223 Il manque un espace. => | VGN-SR19VN | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} |Tout fonctionne sauf les hotkeys, le lecteur d'empreinte et le lecteur de carte MS. Prendre garde au "claquages" de disque. Pour l'hibernation ajouter les modules agpgart intel-agp fglrx au démarrage | Intrepid |
223 Mot inconnu : icon-ubuntu => | VGN-SR19VN | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} |Tout fonctionne sauf les hotkeys, le lecteur d'empreinte et le lecteur de carte MS. Prendre garde au "claquages" de disque. Pour l'hibernation ajouter les modules agpgart intel-agp fglrx au démarrage | Intrepid |
223 Mot inconnu : icons => | VGN-SR19VN | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} |Tout fonctionne sauf les hotkeys, le lecteur d'empreinte et le lecteur de carte MS. Prendre garde au "claquages" de disque. Pour l'hibernation ajouter les modules agpgart intel-agp fglrx au démarrage | Intrepid |
223 Il manque un espace. => | VGN-SR19VN | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} |Tout fonctionne sauf les hotkeys, le lecteur d'empreinte et le lecteur de carte MS. Prendre garde au "claquages" de disque. Pour l'hibernation ajouter les modules agpgart intel-agp fglrx au démarrage | Intrepid |
223 Mot inconnu : icon-ubuntu => | VGN-SR19VN | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} |Tout fonctionne sauf les hotkeys, le lecteur d'empreinte et le lecteur de carte MS. Prendre garde au "claquages" de disque. Pour l'hibernation ajouter les modules agpgart intel-agp fglrx au démarrage | Intrepid |
223 Mot inconnu : hotkeys => | VGN-SR19VN | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} |Tout fonctionne sauf les hotkeys, le lecteur d'empreinte et le lecteur de carte MS. Prendre garde au "claquages" de disque. Pour l'hibernation ajouter les modules agpgart intel-agp fglrx au démarrage | Intrepid |
223 Accord de nombre erroné : « claquages » est au pluriel. => | VGN-SR19VN | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} |Tout fonctionne sauf les hotkeys, le lecteur d'empreinte et le lecteur de carte MS. Prendre garde au "claquages" de disque. Pour l'hibernation ajouter les modules agpgart intel-agp fglrx au démarrage | Intrepid |
223 Guillemets typographiques ouvrants. => | VGN-SR19VN | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} |Tout fonctionne sauf les hotkeys, le lecteur d'empreinte et le lecteur de carte MS. Prendre garde au "claquages" de disque. Pour l'hibernation ajouter les modules agpgart intel-agp fglrx au démarrage | Intrepid |
223 Accord de nombre erroné : « claquages » devrait être au singulier. => | VGN-SR19VN | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} |Tout fonctionne sauf les hotkeys, le lecteur d'empreinte et le lecteur de carte MS. Prendre garde au "claquages" de disque. Pour l'hibernation ajouter les modules agpgart intel-agp fglrx au démarrage | Intrepid |
223 Guillemets typographiques fermants. => | VGN-SR19VN | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} |Tout fonctionne sauf les hotkeys, le lecteur d'empreinte et le lecteur de carte MS. Prendre garde au "claquages" de disque. Pour l'hibernation ajouter les modules agpgart intel-agp fglrx au démarrage | Intrepid |
223 Mot inconnu : agpgart => | VGN-SR19VN | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} |Tout fonctionne sauf les hotkeys, le lecteur d'empreinte et le lecteur de carte MS. Prendre garde au "claquages" de disque. Pour l'hibernation ajouter les modules agpgart intel-agp fglrx au démarrage | Intrepid |
223 Mot inconnu : intel-agp => | VGN-SR19VN | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} |Tout fonctionne sauf les hotkeys, le lecteur d'empreinte et le lecteur de carte MS. Prendre garde au "claquages" de disque. Pour l'hibernation ajouter les modules agpgart intel-agp fglrx au démarrage | Intrepid |
223 Mot inconnu : fglrx => | VGN-SR19VN | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} |Tout fonctionne sauf les hotkeys, le lecteur d'empreinte et le lecteur de carte MS. Prendre garde au "claquages" de disque. Pour l'hibernation ajouter les modules agpgart intel-agp fglrx au démarrage | Intrepid |
223 Mot inconnu : Intrepid => | VGN-SR19VN | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} |Tout fonctionne sauf les hotkeys, le lecteur d'empreinte et le lecteur de carte MS. Prendre garde au "claquages" de disque. Pour l'hibernation ajouter les modules agpgart intel-agp fglrx au démarrage | Intrepid |

224 Mot inconnu : VGN-SR21M => | VGN-SR21M/S | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | | Karmic 64 | 
224 Écriture invariable. Utilisez un point médian. => | VGN-SR21M/S | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | | Karmic 64 | 
224 Mot inconnu : icons => | VGN-SR21M/S | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | | Karmic 64 | 
224 Il manque un espace. => | VGN-SR21M/S | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | | Karmic 64 | 
224 Mot inconnu : icon-ubuntu => | VGN-SR21M/S | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | | Karmic 64 | 
224 Mot inconnu : icons => | VGN-SR21M/S | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | | Karmic 64 | 
224 Il manque un espace. => | VGN-SR21M/S | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | | Karmic 64 | 
224 Mot inconnu : icon-ubuntu => | VGN-SR21M/S | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | | Karmic 64 | 
224 Mot inconnu : Karmic => | VGN-SR21M/S | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | | Karmic 64 | 
224 Espace(s) en fin de ligne à supprimer. => | VGN-SR21M/S | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | | Karmic 64 | 

225 Mot inconnu : VGN-SR29XN => | VGN-SR29XN | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Tout fonctionne correctement sauf : le micro intégré, le lecteur de carte Memory Stick (problème général bien connu) et le lecteur d'empreintes. La sortie VGA pose quelques soucis, freeze d'ubuntu quand on branche un écran à chaud, par contre fonctionne normalement si l'écran est déjà branché au boot. Winmodem HDA de Conexant non testé. | Maverick 32/64 |
225 Mot inconnu : icons => | VGN-SR29XN | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Tout fonctionne correctement sauf : le micro intégré, le lecteur de carte Memory Stick (problème général bien connu) et le lecteur d'empreintes. La sortie VGA pose quelques soucis, freeze d'ubuntu quand on branche un écran à chaud, par contre fonctionne normalement si l'écran est déjà branché au boot. Winmodem HDA de Conexant non testé. | Maverick 32/64 |
225 Il manque un espace. => | VGN-SR29XN | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Tout fonctionne correctement sauf : le micro intégré, le lecteur de carte Memory Stick (problème général bien connu) et le lecteur d'empreintes. La sortie VGA pose quelques soucis, freeze d'ubuntu quand on branche un écran à chaud, par contre fonctionne normalement si l'écran est déjà branché au boot. Winmodem HDA de Conexant non testé. | Maverick 32/64 |
225 Mot inconnu : icon-ubuntu => | VGN-SR29XN | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Tout fonctionne correctement sauf : le micro intégré, le lecteur de carte Memory Stick (problème général bien connu) et le lecteur d'empreintes. La sortie VGA pose quelques soucis, freeze d'ubuntu quand on branche un écran à chaud, par contre fonctionne normalement si l'écran est déjà branché au boot. Winmodem HDA de Conexant non testé. | Maverick 32/64 |
225 Mot inconnu : icons => | VGN-SR29XN | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Tout fonctionne correctement sauf : le micro intégré, le lecteur de carte Memory Stick (problème général bien connu) et le lecteur d'empreintes. La sortie VGA pose quelques soucis, freeze d'ubuntu quand on branche un écran à chaud, par contre fonctionne normalement si l'écran est déjà branché au boot. Winmodem HDA de Conexant non testé. | Maverick 32/64 |
225 Il manque un espace. => | VGN-SR29XN | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Tout fonctionne correctement sauf : le micro intégré, le lecteur de carte Memory Stick (problème général bien connu) et le lecteur d'empreintes. La sortie VGA pose quelques soucis, freeze d'ubuntu quand on branche un écran à chaud, par contre fonctionne normalement si l'écran est déjà branché au boot. Winmodem HDA de Conexant non testé. | Maverick 32/64 |
225 Mot inconnu : icon-ubuntu => | VGN-SR29XN | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Tout fonctionne correctement sauf : le micro intégré, le lecteur de carte Memory Stick (problème général bien connu) et le lecteur d'empreintes. La sortie VGA pose quelques soucis, freeze d'ubuntu quand on branche un écran à chaud, par contre fonctionne normalement si l'écran est déjà branché au boot. Winmodem HDA de Conexant non testé. | Maverick 32/64 |
225 Il manque un espace insécable. => | VGN-SR29XN | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Tout fonctionne correctement sauf : le micro intégré, le lecteur de carte Memory Stick (problème général bien connu) et le lecteur d'empreintes. La sortie VGA pose quelques soucis, freeze d'ubuntu quand on branche un écran à chaud, par contre fonctionne normalement si l'écran est déjà branché au boot. Winmodem HDA de Conexant non testé. | Maverick 32/64 |
225 Mot inconnu : Memory => | VGN-SR29XN | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Tout fonctionne correctement sauf : le micro intégré, le lecteur de carte Memory Stick (problème général bien connu) et le lecteur d'empreintes. La sortie VGA pose quelques soucis, freeze d'ubuntu quand on branche un écran à chaud, par contre fonctionne normalement si l'écran est déjà branché au boot. Winmodem HDA de Conexant non testé. | Maverick 32/64 |
225 Mot inconnu : VGA => | VGN-SR29XN | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Tout fonctionne correctement sauf : le micro intégré, le lecteur de carte Memory Stick (problème général bien connu) et le lecteur d'empreintes. La sortie VGA pose quelques soucis, freeze d'ubuntu quand on branche un écran à chaud, par contre fonctionne normalement si l'écran est déjà branché au boot. Winmodem HDA de Conexant non testé. | Maverick 32/64 |
225 Mot inconnu : freeze => | VGN-SR29XN | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Tout fonctionne correctement sauf : le micro intégré, le lecteur de carte Memory Stick (problème général bien connu) et le lecteur d'empreintes. La sortie VGA pose quelques soucis, freeze d'ubuntu quand on branche un écran à chaud, par contre fonctionne normalement si l'écran est déjà branché au boot. Winmodem HDA de Conexant non testé. | Maverick 32/64 |
225 Mot inconnu : ubuntu => | VGN-SR29XN | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Tout fonctionne correctement sauf : le micro intégré, le lecteur de carte Memory Stick (problème général bien connu) et le lecteur d'empreintes. La sortie VGA pose quelques soucis, freeze d'ubuntu quand on branche un écran à chaud, par contre fonctionne normalement si l'écran est déjà branché au boot. Winmodem HDA de Conexant non testé. | Maverick 32/64 |
225 Mot inconnu : boot => | VGN-SR29XN | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Tout fonctionne correctement sauf : le micro intégré, le lecteur de carte Memory Stick (problème général bien connu) et le lecteur d'empreintes. La sortie VGA pose quelques soucis, freeze d'ubuntu quand on branche un écran à chaud, par contre fonctionne normalement si l'écran est déjà branché au boot. Winmodem HDA de Conexant non testé. | Maverick 32/64 |
225 Mot inconnu : Winmodem => | VGN-SR29XN | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Tout fonctionne correctement sauf : le micro intégré, le lecteur de carte Memory Stick (problème général bien connu) et le lecteur d'empreintes. La sortie VGA pose quelques soucis, freeze d'ubuntu quand on branche un écran à chaud, par contre fonctionne normalement si l'écran est déjà branché au boot. Winmodem HDA de Conexant non testé. | Maverick 32/64 |
225 Mot inconnu : HDA => | VGN-SR29XN | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Tout fonctionne correctement sauf : le micro intégré, le lecteur de carte Memory Stick (problème général bien connu) et le lecteur d'empreintes. La sortie VGA pose quelques soucis, freeze d'ubuntu quand on branche un écran à chaud, par contre fonctionne normalement si l'écran est déjà branché au boot. Winmodem HDA de Conexant non testé. | Maverick 32/64 |
225 Mot inconnu : Conexant => | VGN-SR29XN | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Tout fonctionne correctement sauf : le micro intégré, le lecteur de carte Memory Stick (problème général bien connu) et le lecteur d'empreintes. La sortie VGA pose quelques soucis, freeze d'ubuntu quand on branche un écran à chaud, par contre fonctionne normalement si l'écran est déjà branché au boot. Winmodem HDA de Conexant non testé. | Maverick 32/64 |
225 Mot inconnu : Maverick => | VGN-SR29XN | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Tout fonctionne correctement sauf : le micro intégré, le lecteur de carte Memory Stick (problème général bien connu) et le lecteur d'empreintes. La sortie VGA pose quelques soucis, freeze d'ubuntu quand on branche un écran à chaud, par contre fonctionne normalement si l'écran est déjà branché au boot. Winmodem HDA de Conexant non testé. | Maverick 32/64 |

226 Mot inconnu : VGN-SR39XN => | VGN-SR39XN/S | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} |Tout fonctionne d'entrée de jeu sauf les combinaisons Fn+luminosité (mais l'applet de tableau de bord est opérationnelle), le lecteur de carte Memory Stick (problème général bien connu) et le lecteur d'empreintes. Le winmodem HDA de Conexant s'installe en suivant les indications de [[:modem_56k]] et s'utilise confortablement avec gnome-ppp.  [[http://pagesperso-orange.fr/gja.frndz/ub1tulog/sr39xn/ubunsr39.htm|Plus de détails]] | Jaunty |
226 Écriture invariable. Utilisez un point médian. => | VGN-SR39XN/S | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} |Tout fonctionne d'entrée de jeu sauf les combinaisons Fn+luminosité (mais l'applet de tableau de bord est opérationnelle), le lecteur de carte Memory Stick (problème général bien connu) et le lecteur d'empreintes. Le winmodem HDA de Conexant s'installe en suivant les indications de [[:modem_56k]] et s'utilise confortablement avec gnome-ppp.  [[http://pagesperso-orange.fr/gja.frndz/ub1tulog/sr39xn/ubunsr39.htm|Plus de détails]] | Jaunty |
226 Mot inconnu : icons => | VGN-SR39XN/S | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} |Tout fonctionne d'entrée de jeu sauf les combinaisons Fn+luminosité (mais l'applet de tableau de bord est opérationnelle), le lecteur de carte Memory Stick (problème général bien connu) et le lecteur d'empreintes. Le winmodem HDA de Conexant s'installe en suivant les indications de [[:modem_56k]] et s'utilise confortablement avec gnome-ppp.  [[http://pagesperso-orange.fr/gja.frndz/ub1tulog/sr39xn/ubunsr39.htm|Plus de détails]] | Jaunty |
226 Il manque un espace. => | VGN-SR39XN/S | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} |Tout fonctionne d'entrée de jeu sauf les combinaisons Fn+luminosité (mais l'applet de tableau de bord est opérationnelle), le lecteur de carte Memory Stick (problème général bien connu) et le lecteur d'empreintes. Le winmodem HDA de Conexant s'installe en suivant les indications de [[:modem_56k]] et s'utilise confortablement avec gnome-ppp.  [[http://pagesperso-orange.fr/gja.frndz/ub1tulog/sr39xn/ubunsr39.htm|Plus de détails]] | Jaunty |
226 Mot inconnu : icon-ubuntu => | VGN-SR39XN/S | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} |Tout fonctionne d'entrée de jeu sauf les combinaisons Fn+luminosité (mais l'applet de tableau de bord est opérationnelle), le lecteur de carte Memory Stick (problème général bien connu) et le lecteur d'empreintes. Le winmodem HDA de Conexant s'installe en suivant les indications de [[:modem_56k]] et s'utilise confortablement avec gnome-ppp.  [[http://pagesperso-orange.fr/gja.frndz/ub1tulog/sr39xn/ubunsr39.htm|Plus de détails]] | Jaunty |
226 Mot inconnu : icons => | VGN-SR39XN/S | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} |Tout fonctionne d'entrée de jeu sauf les combinaisons Fn+luminosité (mais l'applet de tableau de bord est opérationnelle), le lecteur de carte Memory Stick (problème général bien connu) et le lecteur d'empreintes. Le winmodem HDA de Conexant s'installe en suivant les indications de [[:modem_56k]] et s'utilise confortablement avec gnome-ppp.  [[http://pagesperso-orange.fr/gja.frndz/ub1tulog/sr39xn/ubunsr39.htm|Plus de détails]] | Jaunty |
226 Il manque un espace. => | VGN-SR39XN/S | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} |Tout fonctionne d'entrée de jeu sauf les combinaisons Fn+luminosité (mais l'applet de tableau de bord est opérationnelle), le lecteur de carte Memory Stick (problème général bien connu) et le lecteur d'empreintes. Le winmodem HDA de Conexant s'installe en suivant les indications de [[:modem_56k]] et s'utilise confortablement avec gnome-ppp.  [[http://pagesperso-orange.fr/gja.frndz/ub1tulog/sr39xn/ubunsr39.htm|Plus de détails]] | Jaunty |
