1 Mot inconnu : ZwookMachine => ====== ZwookMachine ====== | zwookmachine
163 Mot inconnu : php5-mhash => Ou bien les installer un par un : [[apt>apache2]], [[apt>apache2-doc]], [[apt>mysql-server]], [[apt>php5]], [[apt>libapache2-mod-php5]], [[apt>php5-mysql]], [[apt>php5-auth-pam]], [[apt>libapache2-mod-auth-pam]], [[apt>perl]], [[apt>php-pear]], [[apt>proftpd-basic]], [[apt>phpmyadmin]], [[apt>openssl]], [[apt>php5-gd]], [[apt>freetype2-demos]], [[apt>libfreetype6]], [[apt>libjpeg-progs]], [[apt>libjpeg62]], [[apt>libpng12-0]], [[apt>libgdbm3]], [[apt>zlib1g]], [[apt>zlib1g-dev]], [[apt>expat]], [[apt>sablotron]], [[apt>php5-cli]], [[apt>proftpd-doc]], [[apt>libgd-tools]], [[apt>libcompress-zlib-perl]], [[apt>libxml2-dev]], [[apt>mingw32-binutils]], [[apt>webalizer]], [[apt>php-fpdf]], [[apt>ncurses-bin]], [[apt>libapache2-mod-perl2]], [[apt>libapache2-mod-perl2-doc]], [[apt>freetds-dev]], [[apt>gettext]], [[apt>php5-mcrypt]], [[apt>php5-mhash]],  [[apt>php5-sqlite]], [[apt>dovecot-postfix]], [[apt>php5-xcache]], [[apt>dokuwiki]], [[apt>txt2tags]], [[apt>zopeedit]], [[apt>python-ldap]], [[apt>python-zodb]], [[apt>openssh-server]], [[apt>nautilus-gksu]], [[apt>nautilus-open-terminal]], [[apt>vim]], [[apt>debconf-utils]], **[[apt>ssh]]**, **[[apt>filezilla]]** | php5-mhash
163 Espace(s) surnuméraire(s) à supprimer. => Ou bien les installer un par un : [[apt>apache2]], [[apt>apache2-doc]], [[apt>mysql-server]], [[apt>php5]], [[apt>libapache2-mod-php5]], [[apt>php5-mysql]], [[apt>php5-auth-pam]], [[apt>libapache2-mod-auth-pam]], [[apt>perl]], [[apt>php-pear]], [[apt>proftpd-basic]], [[apt>phpmyadmin]], [[apt>openssl]], [[apt>php5-gd]], [[apt>freetype2-demos]], [[apt>libfreetype6]], [[apt>libjpeg-progs]], [[apt>libjpeg62]], [[apt>libpng12-0]], [[apt>libgdbm3]], [[apt>zlib1g]], [[apt>zlib1g-dev]], [[apt>expat]], [[apt>sablotron]], [[apt>php5-cli]], [[apt>proftpd-doc]], [[apt>libgd-tools]], [[apt>libcompress-zlib-perl]], [[apt>libxml2-dev]], [[apt>mingw32-binutils]], [[apt>webalizer]], [[apt>php-fpdf]], [[apt>ncurses-bin]], [[apt>libapache2-mod-perl2]], [[apt>libapache2-mod-perl2-doc]], [[apt>freetds-dev]], [[apt>gettext]], [[apt>php5-mcrypt]], [[apt>php5-mhash]],  [[apt>php5-sqlite]], [[apt>dovecot-postfix]], [[apt>php5-xcache]], [[apt>dokuwiki]], [[apt>txt2tags]], [[apt>zopeedit]], [[apt>python-ldap]], [[apt>python-zodb]], [[apt>openssh-server]], [[apt>nautilus-gksu]], [[apt>nautilus-open-terminal]], [[apt>vim]], [[apt>debconf-utils]], **[[apt>ssh]]**, **[[apt>filezilla]]** |    => suggestions : [' ']
163 Mot inconnu : php5-sqlite => Ou bien les installer un par un : [[apt>apache2]], [[apt>apache2-doc]], [[apt>mysql-server]], [[apt>php5]], [[apt>libapache2-mod-php5]], [[apt>php5-mysql]], [[apt>php5-auth-pam]], [[apt>libapache2-mod-auth-pam]], [[apt>perl]], [[apt>php-pear]], [[apt>proftpd-basic]], [[apt>phpmyadmin]], [[apt>openssl]], [[apt>php5-gd]], [[apt>freetype2-demos]], [[apt>libfreetype6]], [[apt>libjpeg-progs]], [[apt>libjpeg62]], [[apt>libpng12-0]], [[apt>libgdbm3]], [[apt>zlib1g]], [[apt>zlib1g-dev]], [[apt>expat]], [[apt>sablotron]], [[apt>php5-cli]], [[apt>proftpd-doc]], [[apt>libgd-tools]], [[apt>libcompress-zlib-perl]], [[apt>libxml2-dev]], [[apt>mingw32-binutils]], [[apt>webalizer]], [[apt>php-fpdf]], [[apt>ncurses-bin]], [[apt>libapache2-mod-perl2]], [[apt>libapache2-mod-perl2-doc]], [[apt>freetds-dev]], [[apt>gettext]], [[apt>php5-mcrypt]], [[apt>php5-mhash]],  [[apt>php5-sqlite]], [[apt>dovecot-postfix]], [[apt>php5-xcache]], [[apt>dokuwiki]], [[apt>txt2tags]], [[apt>zopeedit]], [[apt>python-ldap]], [[apt>python-zodb]], [[apt>openssh-server]], [[apt>nautilus-gksu]], [[apt>nautilus-open-terminal]], [[apt>vim]], [[apt>debconf-utils]], **[[apt>ssh]]**, **[[apt>filezilla]]** | php5-sqlite
163 Mot inconnu : dovecot-postfix => Ou bien les installer un par un : [[apt>apache2]], [[apt>apache2-doc]], [[apt>mysql-server]], [[apt>php5]], [[apt>libapache2-mod-php5]], [[apt>php5-mysql]], [[apt>php5-auth-pam]], [[apt>libapache2-mod-auth-pam]], [[apt>perl]], [[apt>php-pear]], [[apt>proftpd-basic]], [[apt>phpmyadmin]], [[apt>openssl]], [[apt>php5-gd]], [[apt>freetype2-demos]], [[apt>libfreetype6]], [[apt>libjpeg-progs]], [[apt>libjpeg62]], [[apt>libpng12-0]], [[apt>libgdbm3]], [[apt>zlib1g]], [[apt>zlib1g-dev]], [[apt>expat]], [[apt>sablotron]], [[apt>php5-cli]], [[apt>proftpd-doc]], [[apt>libgd-tools]], [[apt>libcompress-zlib-perl]], [[apt>libxml2-dev]], [[apt>mingw32-binutils]], [[apt>webalizer]], [[apt>php-fpdf]], [[apt>ncurses-bin]], [[apt>libapache2-mod-perl2]], [[apt>libapache2-mod-perl2-doc]], [[apt>freetds-dev]], [[apt>gettext]], [[apt>php5-mcrypt]], [[apt>php5-mhash]],  [[apt>php5-sqlite]], [[apt>dovecot-postfix]], [[apt>php5-xcache]], [[apt>dokuwiki]], [[apt>txt2tags]], [[apt>zopeedit]], [[apt>python-ldap]], [[apt>python-zodb]], [[apt>openssh-server]], [[apt>nautilus-gksu]], [[apt>nautilus-open-terminal]], [[apt>vim]], [[apt>debconf-utils]], **[[apt>ssh]]**, **[[apt>filezilla]]** | dovecot-postfix
163 Mot inconnu : php5-xcache => Ou bien les installer un par un : [[apt>apache2]], [[apt>apache2-doc]], [[apt>mysql-server]], [[apt>php5]], [[apt>libapache2-mod-php5]], [[apt>php5-mysql]], [[apt>php5-auth-pam]], [[apt>libapache2-mod-auth-pam]], [[apt>perl]], [[apt>php-pear]], [[apt>proftpd-basic]], [[apt>phpmyadmin]], [[apt>openssl]], [[apt>php5-gd]], [[apt>freetype2-demos]], [[apt>libfreetype6]], [[apt>libjpeg-progs]], [[apt>libjpeg62]], [[apt>libpng12-0]], [[apt>libgdbm3]], [[apt>zlib1g]], [[apt>zlib1g-dev]], [[apt>expat]], [[apt>sablotron]], [[apt>php5-cli]], [[apt>proftpd-doc]], [[apt>libgd-tools]], [[apt>libcompress-zlib-perl]], [[apt>libxml2-dev]], [[apt>mingw32-binutils]], [[apt>webalizer]], [[apt>php-fpdf]], [[apt>ncurses-bin]], [[apt>libapache2-mod-perl2]], [[apt>libapache2-mod-perl2-doc]], [[apt>freetds-dev]], [[apt>gettext]], [[apt>php5-mcrypt]], [[apt>php5-mhash]],  [[apt>php5-sqlite]], [[apt>dovecot-postfix]], [[apt>php5-xcache]], [[apt>dokuwiki]], [[apt>txt2tags]], [[apt>zopeedit]], [[apt>python-ldap]], [[apt>python-zodb]], [[apt>openssh-server]], [[apt>nautilus-gksu]], [[apt>nautilus-open-terminal]], [[apt>vim]], [[apt>debconf-utils]], **[[apt>ssh]]**, **[[apt>filezilla]]** | php5-xcache
163 Mot inconnu : dokuwiki => Ou bien les installer un par un : [[apt>apache2]], [[apt>apache2-doc]], [[apt>mysql-server]], [[apt>php5]], [[apt>libapache2-mod-php5]], [[apt>php5-mysql]], [[apt>php5-auth-pam]], [[apt>libapache2-mod-auth-pam]], [[apt>perl]], [[apt>php-pear]], [[apt>proftpd-basic]], [[apt>phpmyadmin]], [[apt>openssl]], [[apt>php5-gd]], [[apt>freetype2-demos]], [[apt>libfreetype6]], [[apt>libjpeg-progs]], [[apt>libjpeg62]], [[apt>libpng12-0]], [[apt>libgdbm3]], [[apt>zlib1g]], [[apt>zlib1g-dev]], [[apt>expat]], [[apt>sablotron]], [[apt>php5-cli]], [[apt>proftpd-doc]], [[apt>libgd-tools]], [[apt>libcompress-zlib-perl]], [[apt>libxml2-dev]], [[apt>mingw32-binutils]], [[apt>webalizer]], [[apt>php-fpdf]], [[apt>ncurses-bin]], [[apt>libapache2-mod-perl2]], [[apt>libapache2-mod-perl2-doc]], [[apt>freetds-dev]], [[apt>gettext]], [[apt>php5-mcrypt]], [[apt>php5-mhash]],  [[apt>php5-sqlite]], [[apt>dovecot-postfix]], [[apt>php5-xcache]], [[apt>dokuwiki]], [[apt>txt2tags]], [[apt>zopeedit]], [[apt>python-ldap]], [[apt>python-zodb]], [[apt>openssh-server]], [[apt>nautilus-gksu]], [[apt>nautilus-open-terminal]], [[apt>vim]], [[apt>debconf-utils]], **[[apt>ssh]]**, **[[apt>filezilla]]** | dokuwiki
163 Mot inconnu : txt2tags => Ou bien les installer un par un : [[apt>apache2]], [[apt>apache2-doc]], [[apt>mysql-server]], [[apt>php5]], [[apt>libapache2-mod-php5]], [[apt>php5-mysql]], [[apt>php5-auth-pam]], [[apt>libapache2-mod-auth-pam]], [[apt>perl]], [[apt>php-pear]], [[apt>proftpd-basic]], [[apt>phpmyadmin]], [[apt>openssl]], [[apt>php5-gd]], [[apt>freetype2-demos]], [[apt>libfreetype6]], [[apt>libjpeg-progs]], [[apt>libjpeg62]], [[apt>libpng12-0]], [[apt>libgdbm3]], [[apt>zlib1g]], [[apt>zlib1g-dev]], [[apt>expat]], [[apt>sablotron]], [[apt>php5-cli]], [[apt>proftpd-doc]], [[apt>libgd-tools]], [[apt>libcompress-zlib-perl]], [[apt>libxml2-dev]], [[apt>mingw32-binutils]], [[apt>webalizer]], [[apt>php-fpdf]], [[apt>ncurses-bin]], [[apt>libapache2-mod-perl2]], [[apt>libapache2-mod-perl2-doc]], [[apt>freetds-dev]], [[apt>gettext]], [[apt>php5-mcrypt]], [[apt>php5-mhash]],  [[apt>php5-sqlite]], [[apt>dovecot-postfix]], [[apt>php5-xcache]], [[apt>dokuwiki]], [[apt>txt2tags]], [[apt>zopeedit]], [[apt>python-ldap]], [[apt>python-zodb]], [[apt>openssh-server]], [[apt>nautilus-gksu]], [[apt>nautilus-open-terminal]], [[apt>vim]], [[apt>debconf-utils]], **[[apt>ssh]]**, **[[apt>filezilla]]** | txt2tags
163 Mot inconnu : zopeedit => Ou bien les installer un par un : [[apt>apache2]], [[apt>apache2-doc]], [[apt>mysql-server]], [[apt>php5]], [[apt>libapache2-mod-php5]], [[apt>php5-mysql]], [[apt>php5-auth-pam]], [[apt>libapache2-mod-auth-pam]], [[apt>perl]], [[apt>php-pear]], [[apt>proftpd-basic]], [[apt>phpmyadmin]], [[apt>openssl]], [[apt>php5-gd]], [[apt>freetype2-demos]], [[apt>libfreetype6]], [[apt>libjpeg-progs]], [[apt>libjpeg62]], [[apt>libpng12-0]], [[apt>libgdbm3]], [[apt>zlib1g]], [[apt>zlib1g-dev]], [[apt>expat]], [[apt>sablotron]], [[apt>php5-cli]], [[apt>proftpd-doc]], [[apt>libgd-tools]], [[apt>libcompress-zlib-perl]], [[apt>libxml2-dev]], [[apt>mingw32-binutils]], [[apt>webalizer]], [[apt>php-fpdf]], [[apt>ncurses-bin]], [[apt>libapache2-mod-perl2]], [[apt>libapache2-mod-perl2-doc]], [[apt>freetds-dev]], [[apt>gettext]], [[apt>php5-mcrypt]], [[apt>php5-mhash]],  [[apt>php5-sqlite]], [[apt>dovecot-postfix]], [[apt>php5-xcache]], [[apt>dokuwiki]], [[apt>txt2tags]], [[apt>zopeedit]], [[apt>python-ldap]], [[apt>python-zodb]], [[apt>openssh-server]], [[apt>nautilus-gksu]], [[apt>nautilus-open-terminal]], [[apt>vim]], [[apt>debconf-utils]], **[[apt>ssh]]**, **[[apt>filezilla]]** | zopeedit
163 Mot inconnu : python-ldap => Ou bien les installer un par un : [[apt>apache2]], [[apt>apache2-doc]], [[apt>mysql-server]], [[apt>php5]], [[apt>libapache2-mod-php5]], [[apt>php5-mysql]], [[apt>php5-auth-pam]], [[apt>libapache2-mod-auth-pam]], [[apt>perl]], [[apt>php-pear]], [[apt>proftpd-basic]], [[apt>phpmyadmin]], [[apt>openssl]], [[apt>php5-gd]], [[apt>freetype2-demos]], [[apt>libfreetype6]], [[apt>libjpeg-progs]], [[apt>libjpeg62]], [[apt>libpng12-0]], [[apt>libgdbm3]], [[apt>zlib1g]], [[apt>zlib1g-dev]], [[apt>expat]], [[apt>sablotron]], [[apt>php5-cli]], [[apt>proftpd-doc]], [[apt>libgd-tools]], [[apt>libcompress-zlib-perl]], [[apt>libxml2-dev]], [[apt>mingw32-binutils]], [[apt>webalizer]], [[apt>php-fpdf]], [[apt>ncurses-bin]], [[apt>libapache2-mod-perl2]], [[apt>libapache2-mod-perl2-doc]], [[apt>freetds-dev]], [[apt>gettext]], [[apt>php5-mcrypt]], [[apt>php5-mhash]],  [[apt>php5-sqlite]], [[apt>dovecot-postfix]], [[apt>php5-xcache]], [[apt>dokuwiki]], [[apt>txt2tags]], [[apt>zopeedit]], [[apt>python-ldap]], [[apt>python-zodb]], [[apt>openssh-server]], [[apt>nautilus-gksu]], [[apt>nautilus-open-terminal]], [[apt>vim]], [[apt>debconf-utils]], **[[apt>ssh]]**, **[[apt>filezilla]]** | python-ldap
163 Mot inconnu : python-zodb => Ou bien les installer un par un : [[apt>apache2]], [[apt>apache2-doc]], [[apt>mysql-server]], [[apt>php5]], [[apt>libapache2-mod-php5]], [[apt>php5-mysql]], [[apt>php5-auth-pam]], [[apt>libapache2-mod-auth-pam]], [[apt>perl]], [[apt>php-pear]], [[apt>proftpd-basic]], [[apt>phpmyadmin]], [[apt>openssl]], [[apt>php5-gd]], [[apt>freetype2-demos]], [[apt>libfreetype6]], [[apt>libjpeg-progs]], [[apt>libjpeg62]], [[apt>libpng12-0]], [[apt>libgdbm3]], [[apt>zlib1g]], [[apt>zlib1g-dev]], [[apt>expat]], [[apt>sablotron]], [[apt>php5-cli]], [[apt>proftpd-doc]], [[apt>libgd-tools]], [[apt>libcompress-zlib-perl]], [[apt>libxml2-dev]], [[apt>mingw32-binutils]], [[apt>webalizer]], [[apt>php-fpdf]], [[apt>ncurses-bin]], [[apt>libapache2-mod-perl2]], [[apt>libapache2-mod-perl2-doc]], [[apt>freetds-dev]], [[apt>gettext]], [[apt>php5-mcrypt]], [[apt>php5-mhash]],  [[apt>php5-sqlite]], [[apt>dovecot-postfix]], [[apt>php5-xcache]], [[apt>dokuwiki]], [[apt>txt2tags]], [[apt>zopeedit]], [[apt>python-ldap]], [[apt>python-zodb]], [[apt>openssh-server]], [[apt>nautilus-gksu]], [[apt>nautilus-open-terminal]], [[apt>vim]], [[apt>debconf-utils]], **[[apt>ssh]]**, **[[apt>filezilla]]** | python-zodb
163 Mot inconnu : openssh-server => Ou bien les installer un par un : [[apt>apache2]], [[apt>apache2-doc]], [[apt>mysql-server]], [[apt>php5]], [[apt>libapache2-mod-php5]], [[apt>php5-mysql]], [[apt>php5-auth-pam]], [[apt>libapache2-mod-auth-pam]], [[apt>perl]], [[apt>php-pear]], [[apt>proftpd-basic]], [[apt>phpmyadmin]], [[apt>openssl]], [[apt>php5-gd]], [[apt>freetype2-demos]], [[apt>libfreetype6]], [[apt>libjpeg-progs]], [[apt>libjpeg62]], [[apt>libpng12-0]], [[apt>libgdbm3]], [[apt>zlib1g]], [[apt>zlib1g-dev]], [[apt>expat]], [[apt>sablotron]], [[apt>php5-cli]], [[apt>proftpd-doc]], [[apt>libgd-tools]], [[apt>libcompress-zlib-perl]], [[apt>libxml2-dev]], [[apt>mingw32-binutils]], [[apt>webalizer]], [[apt>php-fpdf]], [[apt>ncurses-bin]], [[apt>libapache2-mod-perl2]], [[apt>libapache2-mod-perl2-doc]], [[apt>freetds-dev]], [[apt>gettext]], [[apt>php5-mcrypt]], [[apt>php5-mhash]],  [[apt>php5-sqlite]], [[apt>dovecot-postfix]], [[apt>php5-xcache]], [[apt>dokuwiki]], [[apt>txt2tags]], [[apt>zopeedit]], [[apt>python-ldap]], [[apt>python-zodb]], [[apt>openssh-server]], [[apt>nautilus-gksu]], [[apt>nautilus-open-terminal]], [[apt>vim]], [[apt>debconf-utils]], **[[apt>ssh]]**, **[[apt>filezilla]]** | openssh-server
163 Mot inconnu : nautilus-gksu => Ou bien les installer un par un : [[apt>apache2]], [[apt>apache2-doc]], [[apt>mysql-server]], [[apt>php5]], [[apt>libapache2-mod-php5]], [[apt>php5-mysql]], [[apt>php5-auth-pam]], [[apt>libapache2-mod-auth-pam]], [[apt>perl]], [[apt>php-pear]], [[apt>proftpd-basic]], [[apt>phpmyadmin]], [[apt>openssl]], [[apt>php5-gd]], [[apt>freetype2-demos]], [[apt>libfreetype6]], [[apt>libjpeg-progs]], [[apt>libjpeg62]], [[apt>libpng12-0]], [[apt>libgdbm3]], [[apt>zlib1g]], [[apt>zlib1g-dev]], [[apt>expat]], [[apt>sablotron]], [[apt>php5-cli]], [[apt>proftpd-doc]], [[apt>libgd-tools]], [[apt>libcompress-zlib-perl]], [[apt>libxml2-dev]], [[apt>mingw32-binutils]], [[apt>webalizer]], [[apt>php-fpdf]], [[apt>ncurses-bin]], [[apt>libapache2-mod-perl2]], [[apt>libapache2-mod-perl2-doc]], [[apt>freetds-dev]], [[apt>gettext]], [[apt>php5-mcrypt]], [[apt>php5-mhash]],  [[apt>php5-sqlite]], [[apt>dovecot-postfix]], [[apt>php5-xcache]], [[apt>dokuwiki]], [[apt>txt2tags]], [[apt>zopeedit]], [[apt>python-ldap]], [[apt>python-zodb]], [[apt>openssh-server]], [[apt>nautilus-gksu]], [[apt>nautilus-open-terminal]], [[apt>vim]], [[apt>debconf-utils]], **[[apt>ssh]]**, **[[apt>filezilla]]** | nautilus-gksu
163 Mot inconnu : nautilus-open-terminal => Ou bien les installer un par un : [[apt>apache2]], [[apt>apache2-doc]], [[apt>mysql-server]], [[apt>php5]], [[apt>libapache2-mod-php5]], [[apt>php5-mysql]], [[apt>php5-auth-pam]], [[apt>libapache2-mod-auth-pam]], [[apt>perl]], [[apt>php-pear]], [[apt>proftpd-basic]], [[apt>phpmyadmin]], [[apt>openssl]], [[apt>php5-gd]], [[apt>freetype2-demos]], [[apt>libfreetype6]], [[apt>libjpeg-progs]], [[apt>libjpeg62]], [[apt>libpng12-0]], [[apt>libgdbm3]], [[apt>zlib1g]], [[apt>zlib1g-dev]], [[apt>expat]], [[apt>sablotron]], [[apt>php5-cli]], [[apt>proftpd-doc]], [[apt>libgd-tools]], [[apt>libcompress-zlib-perl]], [[apt>libxml2-dev]], [[apt>mingw32-binutils]], [[apt>webalizer]], [[apt>php-fpdf]], [[apt>ncurses-bin]], [[apt>libapache2-mod-perl2]], [[apt>libapache2-mod-perl2-doc]], [[apt>freetds-dev]], [[apt>gettext]], [[apt>php5-mcrypt]], [[apt>php5-mhash]],  [[apt>php5-sqlite]], [[apt>dovecot-postfix]], [[apt>php5-xcache]], [[apt>dokuwiki]], [[apt>txt2tags]], [[apt>zopeedit]], [[apt>python-ldap]], [[apt>python-zodb]], [[apt>openssh-server]], [[apt>nautilus-gksu]], [[apt>nautilus-open-terminal]], [[apt>vim]], [[apt>debconf-utils]], **[[apt>ssh]]**, **[[apt>filezilla]]** | nautilus-open-terminal
163 Mot inconnu : vim => Ou bien les installer un par un : [[apt>apache2]], [[apt>apache2-doc]], [[apt>mysql-server]], [[apt>php5]], [[apt>libapache2-mod-php5]], [[apt>php5-mysql]], [[apt>php5-auth-pam]], [[apt>libapache2-mod-auth-pam]], [[apt>perl]], [[apt>php-pear]], [[apt>proftpd-basic]], [[apt>phpmyadmin]], [[apt>openssl]], [[apt>php5-gd]], [[apt>freetype2-demos]], [[apt>libfreetype6]], [[apt>libjpeg-progs]], [[apt>libjpeg62]], [[apt>libpng12-0]], [[apt>libgdbm3]], [[apt>zlib1g]], [[apt>zlib1g-dev]], [[apt>expat]], [[apt>sablotron]], [[apt>php5-cli]], [[apt>proftpd-doc]], [[apt>libgd-tools]], [[apt>libcompress-zlib-perl]], [[apt>libxml2-dev]], [[apt>mingw32-binutils]], [[apt>webalizer]], [[apt>php-fpdf]], [[apt>ncurses-bin]], [[apt>libapache2-mod-perl2]], [[apt>libapache2-mod-perl2-doc]], [[apt>freetds-dev]], [[apt>gettext]], [[apt>php5-mcrypt]], [[apt>php5-mhash]],  [[apt>php5-sqlite]], [[apt>dovecot-postfix]], [[apt>php5-xcache]], [[apt>dokuwiki]], [[apt>txt2tags]], [[apt>zopeedit]], [[apt>python-ldap]], [[apt>python-zodb]], [[apt>openssh-server]], [[apt>nautilus-gksu]], [[apt>nautilus-open-terminal]], [[apt>vim]], [[apt>debconf-utils]], **[[apt>ssh]]**, **[[apt>filezilla]]** | vim
163 Mot inconnu : debconf-utils => Ou bien les installer un par un : [[apt>apache2]], [[apt>apache2-doc]], [[apt>mysql-server]], [[apt>php5]], [[apt>libapache2-mod-php5]], [[apt>php5-mysql]], [[apt>php5-auth-pam]], [[apt>libapache2-mod-auth-pam]], [[apt>perl]], [[apt>php-pear]], [[apt>proftpd-basic]], [[apt>phpmyadmin]], [[apt>openssl]], [[apt>php5-gd]], [[apt>freetype2-demos]], [[apt>libfreetype6]], [[apt>libjpeg-progs]], [[apt>libjpeg62]], [[apt>libpng12-0]], [[apt>libgdbm3]], [[apt>zlib1g]], [[apt>zlib1g-dev]], [[apt>expat]], [[apt>sablotron]], [[apt>php5-cli]], [[apt>proftpd-doc]], [[apt>libgd-tools]], [[apt>libcompress-zlib-perl]], [[apt>libxml2-dev]], [[apt>mingw32-binutils]], [[apt>webalizer]], [[apt>php-fpdf]], [[apt>ncurses-bin]], [[apt>libapache2-mod-perl2]], [[apt>libapache2-mod-perl2-doc]], [[apt>freetds-dev]], [[apt>gettext]], [[apt>php5-mcrypt]], [[apt>php5-mhash]],  [[apt>php5-sqlite]], [[apt>dovecot-postfix]], [[apt>php5-xcache]], [[apt>dokuwiki]], [[apt>txt2tags]], [[apt>zopeedit]], [[apt>python-ldap]], [[apt>python-zodb]], [[apt>openssh-server]], [[apt>nautilus-gksu]], [[apt>nautilus-open-terminal]], [[apt>vim]], [[apt>debconf-utils]], **[[apt>ssh]]**, **[[apt>filezilla]]** | debconf-utils
163 Mot inconnu : ssh => Ou bien les installer un par un : [[apt>apache2]], [[apt>apache2-doc]], [[apt>mysql-server]], [[apt>php5]], [[apt>libapache2-mod-php5]], [[apt>php5-mysql]], [[apt>php5-auth-pam]], [[apt>libapache2-mod-auth-pam]], [[apt>perl]], [[apt>php-pear]], [[apt>proftpd-basic]], [[apt>phpmyadmin]], [[apt>openssl]], [[apt>php5-gd]], [[apt>freetype2-demos]], [[apt>libfreetype6]], [[apt>libjpeg-progs]], [[apt>libjpeg62]], [[apt>libpng12-0]], [[apt>libgdbm3]], [[apt>zlib1g]], [[apt>zlib1g-dev]], [[apt>expat]], [[apt>sablotron]], [[apt>php5-cli]], [[apt>proftpd-doc]], [[apt>libgd-tools]], [[apt>libcompress-zlib-perl]], [[apt>libxml2-dev]], [[apt>mingw32-binutils]], [[apt>webalizer]], [[apt>php-fpdf]], [[apt>ncurses-bin]], [[apt>libapache2-mod-perl2]], [[apt>libapache2-mod-perl2-doc]], [[apt>freetds-dev]], [[apt>gettext]], [[apt>php5-mcrypt]], [[apt>php5-mhash]],  [[apt>php5-sqlite]], [[apt>dovecot-postfix]], [[apt>php5-xcache]], [[apt>dokuwiki]], [[apt>txt2tags]], [[apt>zopeedit]], [[apt>python-ldap]], [[apt>python-zodb]], [[apt>openssh-server]], [[apt>nautilus-gksu]], [[apt>nautilus-open-terminal]], [[apt>vim]], [[apt>debconf-utils]], **[[apt>ssh]]**, **[[apt>filezilla]]** | ssh
163 Mot inconnu : filezilla => Ou bien les installer un par un : [[apt>apache2]], [[apt>apache2-doc]], [[apt>mysql-server]], [[apt>php5]], [[apt>libapache2-mod-php5]], [[apt>php5-mysql]], [[apt>php5-auth-pam]], [[apt>libapache2-mod-auth-pam]], [[apt>perl]], [[apt>php-pear]], [[apt>proftpd-basic]], [[apt>phpmyadmin]], [[apt>openssl]], [[apt>php5-gd]], [[apt>freetype2-demos]], [[apt>libfreetype6]], [[apt>libjpeg-progs]], [[apt>libjpeg62]], [[apt>libpng12-0]], [[apt>libgdbm3]], [[apt>zlib1g]], [[apt>zlib1g-dev]], [[apt>expat]], [[apt>sablotron]], [[apt>php5-cli]], [[apt>proftpd-doc]], [[apt>libgd-tools]], [[apt>libcompress-zlib-perl]], [[apt>libxml2-dev]], [[apt>mingw32-binutils]], [[apt>webalizer]], [[apt>php-fpdf]], [[apt>ncurses-bin]], [[apt>libapache2-mod-perl2]], [[apt>libapache2-mod-perl2-doc]], [[apt>freetds-dev]], [[apt>gettext]], [[apt>php5-mcrypt]], [[apt>php5-mhash]],  [[apt>php5-sqlite]], [[apt>dovecot-postfix]], [[apt>php5-xcache]], [[apt>dokuwiki]], [[apt>txt2tags]], [[apt>zopeedit]], [[apt>python-ldap]], [[apt>python-zodb]], [[apt>openssh-server]], [[apt>nautilus-gksu]], [[apt>nautilus-open-terminal]], [[apt>vim]], [[apt>debconf-utils]], **[[apt>ssh]]**, **[[apt>filezilla]]** | filezilla

165 Espace(s) surnuméraire(s) à supprimer. => ^Paquet  ^Renseignement demandé ^Conseil ^ |    => suggestions : [' ']

166 Mot inconnu : proftpd => |proftpd | Lancement de proftpd | //inetd// si l'usage du ftp est très ponctuel, //standalone// s'il est intensif | | proftpd
166 Mot inconnu : proftpd => |proftpd | Lancement de proftpd | //inetd// si l'usage du ftp est très ponctuel, //standalone// s'il est intensif | | proftpd
166 Mot inconnu : inetd => |proftpd | Lancement de proftpd | //inetd// si l'usage du ftp est très ponctuel, //standalone// s'il est intensif | | inetd
166 Mot inconnu : standalone => |proftpd | Lancement de proftpd | //inetd// si l'usage du ftp est très ponctuel, //standalone// s'il est intensif | | standalone

167 Mot inconnu : mysql-server => |mysql-server | Mot de passe du root (administrateur) de MySQL | Évitez les accents | | mysql-server
167 Mot inconnu : root => |mysql-server | Mot de passe du root (administrateur) de MySQL | Évitez les accents | | root
167 Mot inconnu : MySQL => |mysql-server | Mot de passe du root (administrateur) de MySQL | Évitez les accents | | mysql

168 Mot inconnu : phpmyadmin => |phpmyadmin | Quel serveur HTTP faut-il configurer | Apache2 | | phpmyadmin
168 Mot inconnu : Apache2 => |phpmyadmin | Quel serveur HTTP faut-il configurer | Apache2 | | apache2

169 Mot inconnu : phpmyadmin => |phpmyadmin | Utiliser dbconfig-common ? | Oui | | phpmyadmin
169 Mot inconnu : dbconfig-common => |phpmyadmin | Utiliser dbconfig-common ? | Oui | | dbconfig-common

170 Mot inconnu : phpmyadmin => |phpmyadmin | Mot de passe de l'administrateur de MySQL | Le même que précédemment | | phpmyadmin
170 Mot inconnu : MySQL => |phpmyadmin | Mot de passe de l'administrateur de MySQL | Le même que précédemment | | mysql

171 Mot inconnu : dovecot-postfix => |dovecot-postfix | Configuration-type du courrier de messagerie | Internet avec un "smarthost" | | dovecot-postfix
171 Guillemets typographiques ouvrants. => |dovecot-postfix | Configuration-type du courrier de messagerie | Internet avec un "smarthost" | | " => suggestions : ['«\xa0', '“']
